question,response
"List all heads of the government of Tunisia, also known as Republic of Tunisia, from 2011 to 2020 ","President of Tunisia (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Desi Bouterse, also known as Dési Bouterse, held from 2010 to 2020.","Deputy Prime Minister of France 2010 2010 2010 2011 2011 2012 2012 2013 2014 2014 2015 2015 2016, 2017, 2018, 2019, 2020"
"List all political parties Bill Walker, also known as William M. ""Bill"" Walker, was a member of from 2010 to 2020.","Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Republican Party (2020)"
"List all sports teams Brook Lopez, also known as Brook Robert Lopez, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Scottish National Party, also known as SNP, from 2010 to 2020","Nicola Sturgeon (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Nicola Sturgeon (2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of A.S. Nancy-Lorraine, also known as AS Nancy, from 2018 to 2020","Darren McKay (2018, 2019, 2020); Darren McKay (2019, 2020)"
"List all employers Dawn Childs, also known as Dawn Elson, worked for from 2010 to 2020.","Dawn Childs (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Dawn Childs (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of R. Charleroi S.C. from 2013 to 2020,"Thierry Henry (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Jung Sung-ryong played for from 2010 to 2020.,"South Korea national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); South Korea national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Kevin Durant, also known as KD, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); New York Giants (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Jo Swinson, also known as Joanne Kate Swinson, held from 2017 to 2019.","Jo Swinson (2017, 2018, 2019, 2020); Jo Swinson (2019); Jo Swinson (2019)"
"List all heads of the government of Lugano, also known as Lugano TI, from 2010 to 2020 ","President of the Republic of Lugano (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Angelo Mathews, also known as Angelo Davis Mathews, played for from 2010 to 2018."," (2010, 2011);  (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020);  (2014, 2015, 2016, 2017, 2018, 2019);  (2014, 2015, 2016, 2017, 2018, 2020)"
List all sports teams Muttath Suresh played for from 2010 to 2020.," (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020);  (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Neus Munte Fernandez was a member of from 2010 to 2020.,"Liberal Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2020)"
List all employers Elaine Saunders worked for from 2010 to 2020.,"Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Party of Civic Rights, also known as Party of Civic Rights – Zeman's people, from 2010 to 2018","lvaro Gómez (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Social Democratic Party, also known as Partidul Social Democrat, from 2010 to 2020","Partidul Social Democrat (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Nizhny Novgorod Oblast, also known as Gorky Oblast (USSR), from 2010 to 2020 ","Yuriyev (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Vladimir Putin (2020)"
List all chairpersons of German Economic Association from 2010 to 2020,"Chancellor of the German Federal Republic 2010 2010 2010 2011 2011 2012 2012 2013 2014 2014 2015 2015 2016, 2017, 2018, 2019, 2020"
"List all coaches of New Zealand national rugby union team, also known as All Blacks, from 2010 to 2020","New Zealand national rugby union team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Rathika Sitsabaiesan was a member of from 2010 to 2020.,"BJP (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); BJP (2020)"
"List all chairpersons of CRH, also known as CRH p.l.c., from 2010 to 2020","CRH (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Nathalie Amoratti-Blanc was a member of from 2010 to 2020.,"Liberal Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2020)"
List all sports teams Mohammad Amir played for from 2010 to 2020.,"United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Deborah L. Birx, also known as Deborah Birx, worked for from 2010 to 2020.","Deborah L. Birx (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Christophe Steiner was a member of from 2010 to 2020.,"Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2020)"
List all employers Arti Agrawal worked for from 2011 to 2020.,   2011  2011  2012  2013  2014  2015  2019  2020 
"List all political parties Chen Hsueh-sheng, also known as Chen Xuesheng, was a member of from 2010 to 2020.","Chen Xuesheng (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Michael Bostwick, also known as Michael Paul Trevor Bostwick, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Norwegian Language Council, also known as The Norwegian Language Council, from 2016 to 2020","lvard lvard (2016, 2017, 2018, 2019, 2020); lvard lvard (2020)"
List all sports teams Davies Nkausu played for from 2010 to 2017.,"landia (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); landia (2020, 2020)"
"List all political parties Ian Blayney, also known as Ian Charles Blayney, was a member of from 2010 to 2020.","Liberal Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Conservative Party (2020)"
"List all sports teams David Beckham, also known as David Robert Joseph Beckham, played for from 2010 to 2013.","United States national football team (2010, 2011, 2012, 2013, 2014); United States national football team (2010, 2011, 2012, 2013, 2014); United States national football team (2012, 2013, 2014); United States national football team (2013, 2014); United States national football team (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Saido Berahino played for from 2010 to 2020.,"FC San Francisco (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Shavkat Mirziyoyev, also known as Shavkat Miromonovich Mirziyoyev, held from 2010 to 2020.","Deputy Prime Minister of the Republic of Moldova 2010 2010 2011 2011 2012 2012 2013 2014 2014 2015 2015 2016, 2017, 2018, 2019, 2020"
"List all positions Roy Cooper, also known as Roy Asberry Cooper III, held from 2010 to 2020.","Chief of Staff (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Chief of Staff (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Stockwell Day, also known as Stockwell Burt Day, held from 2010 to 2011.","Deputy Secretary of State for the Environment and Public Works (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of RCD Espanyol de Barcelona, also known as RCDE, from 2010 to 2020","RCDE (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Social Democrats, also known as Socialdemokratiet, from 2010 to 2020","François-Marie de Lagarde (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); François-Marie de Lagarde (2020)"
"List all positions Jyrki Katainen, also known as Jyrki Tapani Katainen, held from 2010 to 2020.","Deputy Prime Minister of Lithuania (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister of Foreign Affairs (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Kaywin Feldman worked for from 2010 to 2020.,"Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Emily Sonnett played for from 2012 to 2020.,"University of Oklahoma (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of Oklahoma (2020)"
"List all positions Vera Baird, also known as Vera Thomas, held from 2010 to 2020.","Vera Baird (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Vera Baird (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Rémi Anicotte worked for from 2010 to 2014.,"Société de la Concorde (2010, 2011, 2012, 2013, 2014); Société de la Concorde (2012, 2013, 2014); Société de la Concorde (2013, 2014); Société de la Concorde (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Jean-Claude Juncker held from 2010 to 2019.,"Jean-Claude Juncker (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Benny Gantz, also known as Benjamin Gantz, held from 2011 to 2020.","Benny Gantz (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of Gaziantep F.K. from 2013 to 2020,"idiev (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); idiev (2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Mary E. Northridge, also known as Mary E Northridge, worked for from 2010 to 2020.","Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of FCI Levadia Tallinn, also known as FC Levadia Tallinn, from 2012 to 2020","idän idän (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Vetëvendosje!, also known as Vetëvendosje, from 2010 to 2020","eklda eklda (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); eklda (2020)"
List all employers Danny White worked for from 2012 to 2020.,"Danny White (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Ministry of Citizenship, also known as Ministério da Cidadania, from 2019 to 2020","lvaro del Ponte (2019, 2020)"
List all employers Chris Montgomery worked for from 2010 to 2020.,"Chris Montgomery (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Diego Ribas da Cunha, also known as Diego, played for from 2010 to 2020.","FC Barcelona (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); FC Barcelona (2016, 2017, 2018, 2019, 2020)"
"List all political parties Brian Jean, also known as Brian Michael Jean, was a member of from 2010 to 2020.","Liberal Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Joanna Lei, also known as Lei Qian, was a member of from 2010 to 2020.","Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020)"
List all political parties Mircea Geoană was a member of from 2010 to 2020.,"Romanian Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Romanian Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of FC Smolevichi, also known as FC Smolevichi-STI, from 2011 to 2020",iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
"List all positions Mark Francois, also known as Mark Gino Francois, held from 2010 to 2020.","Mark Francois (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of New Jersey, also known as Garden State, from 2010 to 2020 ","Governor of New Jersey (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Kimberly Guilfoyle, also known as Kimberly Ann Guilfoyle, worked for from 2010 to 2020.","Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Chris Coons, also known as Senator Christopher Andrew Coons, held from 2010 to 2020.","Senator Christopher Andrew Coons (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of PFC Litex Lovech from 2015 to 2020,"Jeremy Slater (2015, 2016, 2017, 2018, 2019, 2020); Jeremy Slater (2020)"
"List all sports teams Henri Bedimo, also known as Henri Bedimo Nsame, played for from 2010 to 2020.","Henri Bedimo (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Gabriel Salazar, also known as Gabriel Salazar Vergara, worked for from 2010 to 2020.","Gabriel Salazar (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Steven Schumacher, also known as Steven Thomas Schumacher, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of New Brunswick, also known as NB, from 2010 to 2020 ","Deputy Prime Minister (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister of State (2020)"
"List all employers Vladimir Ashurkov, also known as Vladimir Lvovich Ashurkov, worked for from 2010 to 2020.","Vladimir Ashurkov (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Paulo Centurión, also known as Paulo Centurion, played for from 2010 to 2020.","FC Barcelona (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Matt Ouimet, also known as Matthew Anthony Ouimet, worked for from 2010 to 2020.","Matthew Anthony Ouimet (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Hunter Biden, also known as Robert Hunter Biden, worked for from 2013 to 2020.","Hunter Biden (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Adil Rami played for from 2010 to 2020.," (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020);  (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Cabinet of Ministers of Ukraine, also known as Government of Ukraine, from 2010 to 2020","President of Ukraine (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of TOP 09, also known as Tradition Responsibility Prosperity, from 2010 to 2020","Yuri Gupta (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Yuri Gupta (2020)"
"List all positions Mike Gallagher, also known as Michael John Gallagher, held from 2015 to 2020.","Deputy Minister of State for Environment and Sustainable Development 2015 2015, 2016, 2017, 2018, 2019, 2020, 2020"
"List all sports teams Javier Mascherano, also known as Javier Alejandro Mascherano, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers SethBling worked for from 2010 to 2020.,"SethBling (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned OneWeb, also known as One Web, from 2010 to 2020.","a.k.a. OneWeb (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); a.k.a. OneWeb (2020)"
List all sports teams Roda Antar played for from 2010 to 2016.,"lvaro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); lvaro (2019, 2020)"
"List all sports teams Edwin van der Sar, also known as Edwin van der Saar, played for from 2010 to 2016.","sterreichische Fußballliga (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Pancracio Celdrán, also known as Pancracio Celdran, worked for from 2010 to 2018.","lvaro Celdrán (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions John J. Sullivan, also known as John Joseph Sullivan, held from 2017 to 2020.","President of the United States of America (2017, 2018, 2019, 2020); Secretary of State (2019, 2020); Secretary of State (2019, 2020); Secretary of State (2019, 2020); Secretary of State (2020)"
"List all sports teams Phillip Hughes, also known as Phillip Joel Hughes, played for from 2010 to 2014.","United States national football team (2010, 2011, 2012, 2013, 2014); United States national football team (2010, 2011, 2012, 2013, 2014); United States national football team (2012, 2013, 2014); United States national football team (2013, 2014); United States national football team (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Catherine McKenna, also known as Catherine Mary McKenna, held from 2015 to 2020.","Deputy Secretary of State for the Environment, Energy and Planning (2015, 2016, 2017, 2018, 2019, 2020); Secretary of State for the Environment, Energy and Planning (2020); Secretary of State for the Environment, Energy and Planning (2020)"
"List all sports teams Jason Euell, also known as Jason Joseph Euell, played for from 2010 to 2012.","United States national football team (2010, 2011, 2012); New York Giants (2011, 2012); New York Giants (2012, 2013, 2014); New York Giants (2013, 2014, 2015, 2016, 2017, 2018, 2019); New York Giants (2017, 2018, 2019, 2020)"
"List all employers Cui Yongyuan, also known as Yongyuan Cui, worked for from 2010 to 2020.","Yongyuan Cui (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Windhoek, also known as Otjomuise, from 2012 to 2020 ","Mauricio del Ponte (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Mauricio del Ponte (2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Harry Kewell played for from 2010 to 2014.,"United States national football team (2010, 2011, 2012, 2013, 2014); United States national football team (2012, 2013, 2014); United States national football team (2013, 2014); United States national football team (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Mike Gallagher, also known as Michael John Gallagher, attended from 2010 to 2015.","University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San"
"List all chairpersons of Reserve Bank of Australia, also known as RBA, from 2010 to 2020","Jeremy Clarke (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Jeremy Clarke (2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Marta Pascal i Capdevila, also known as Marta Pascal, was a member of from 2010 to 2020.","Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020)"
"List all positions David Joyce, also known as David Patrick Joyce, held from 2010 to 2019.","David Patrick Joyce (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Mark Sedwill, also known as Mark Philip Sedwill, held from 2017 to 2020.","Mark Sedwill (2017, 2018, 2019, 2020); Mark Sedwill (2019, 2020)"
List all employers Frances Spalding worked for from 2010 to 2020.,"Frances Spalding (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of TSV Hartberg from 2012 to 2020,"idrias idrias (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); idrias idrias (2016, 2017, 2018, 2019, 2020)"
List all political parties Julia Schramm was a member of from 2010 to 2020.,"Liberal Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2020)"
"List all sports teams Jonny Wilkinson, also known as Wilko, played for from 2010 to 2014.","Manchester City (2010, 2011, 2012, 2013, 2014); Manchester City (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Hage Geingob, also known as Hage Gottfried Geingob, held from 2012 to 2020.","Chancellor of the University of the Arts (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister of Foreign Affairs (2012, 2018, 2019, 2020); Minister of Foreign Affairs (2020)"
"List all political parties Dennis Hof, also known as Dennis Leroy Hof, was a member of from 2015 to 2020.","Liberal Party (2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2020)"
"List all sports teams Charlie Adam, also known as Charles Graham Adam, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Robert McClelland, also known as Robert Bruce McClelland, held from 2010 to 2012.","Robert Bruce McClelland (2010, 2011, 2012); Robert Bruce McClelland (2011, 2012); Robert Bruce McClelland (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Michael Flynn, also known as Michael Thomas Flynn, held from 2012 to 2017.","Michael Flynn (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Lomana LuaLua played for from 2010 to 2020.,"Lomana LuaLua (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned Culpeper Star-Exponent, also known as Culpeper Star Exponent, from 2015 to 2020.","Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriya, Yuriy"
"List all sports teams Aiden McGeady, also known as Aiden John McGeady, played for from 2010 to 2020.","United States national football team 2010–2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all coaches of NK Osijek, also known as Nogometni klub Osijek, from 2012 to 2020","NK Osijek (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all educational institutions Clayton Custer attended from 2010 to 2020.,"University of Oklahoma (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of Oklahoma (2020)"
List all positions Mohamed Ghannouchi held from 2010 to 2011.,"Mohamed Ghannouchi (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Jamal Crawford, also known as Aaron Jamal Crawford, played for from 2017 to 2020.","New York Giants (2017, 2018, 2019, 2020); New York Giants (2019, 2020); New York Giants (2019, 2020); New York Giants (2019, 2020); New York Giants (2019, 2020); New York Giants (2019, 2020); New York Giants (2019, 2020); New York Giants (2020)"
"List all sports teams Humam Tariq, also known as Humam Tariq Faraj Naoush, played for from 2010 to 2020.","Humam Tariq (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Julia Y Chan, also known as Julia Y. Chan, worked for from 2010 to 2020.","Y.C. Chan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Peter Crouch, also known as Peter James Crouch, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Gary Payton II, also known as Gary Dwayne Payton II, attended from 2010 to 2016.","University of Oklahoma (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of F.C. Copenhagen, also known as FC Copenhagen, from 2013 to 2020","lvard lvard (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); lvard lvard (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Denmark national association football team, also known as Denmark national soccer team, from 2010 to 2020","lvard lvard (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); lvard lvard (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Kelly Craft, also known as Kelly Knight, held from 2017 to 2020.","Kelly Craft (2017, 2018, 2019, 2020); Kelly Knight (2019, 2020); Kelly Craft (2019, 2020)"
"List all heads of the government of Manila, also known as City of Manila, from 2010 to 2020 ","President of the Philippines (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Emmanuel Macron, also known as Emmanuel Jean-Michel Frédéric Macron, was a member of from 2010 to 2020.","Macron (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Grasshopper Club Zürich, also known as Grasshoppers, from 2018 to 2020","Grasshopper Club Zürich (2018, 2019, 2020)"
"List all sports teams Patrick Bamford, also known as Patrick James Bamford, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Maxime Bernier was a member of from 2010 to 2020.,"Liberal Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2020)"
"List all political parties Barbara Bollier, also known as Barbara Goolsbee Bollier, was a member of from 2010 to 2020.","Liberal Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020)"
"List all chairpersons of The Greens–European Free Alliance, also known as Greens/EFA, from 2010 to 2020","Jeremy Corbyn (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Jeremy Slater (2020)"
"List all coaches of FC Dynamo Kyiv, also known as Dynamo Kyiv, from 2017 to 2020","FC Dynamo Kyiv (2017, 2018, 2019, 2020)"
List all sports teams Michael Symes played for from 2010 to 2015.," (2010, 2011, 2012, 2013, 2014, 2015);  (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
