question,response
"List all sports teams Glen Johnson, also known as Glen McLeod Cooper Johnson, played for from 2010 to 2018.",New York Knicks
"List all sports teams Joel Byrom, also known as Joel Alan Byrom, played for from 2010 to 2020.",New York Knicks
"List all chairpersons of Civic Platform, also known as Platforma Obywatelska, from 2010 to 2020","List of chairpersons of Civic Platform, also known as Platforma Obywatelska, from 2010 to 2020"
"List all chairpersons of Scottish Parliament, also known as Holyrood, from 2010 to 2020",John Swinney
"List all political parties Randolfe Rodrigues, also known as Randolph Frederich Rodrigues Alves, was a member of from 2010 to 2020.",Democratic Party
List all employers Whitney Jensen worked for from 2010 to 2020.,Whitney Jensen
List all positions Mohammad Bagher Ghalibaf held from 2010 to 2020.,President of the Islamic Republic of Iran
"List all employers Jorrit Kelder, also known as Jorrit M. Kelder, worked for from 2014 to 2020.",Jorrit Kelder
"List all employers Hannah Dee, also known as Hannah M. Dee, worked for from 2010 to 2020.","Dee, Hannah M."
List all political parties Stephen Donnelly was a member of from 2015 to 2020.,Democratic Unionist Party
"List all positions Terry Branstad, also known as Terry E. Branstad, held from 2011 to 2020.",Governor of Iowa
List all sports teams Kevin Trapp played for from 2010 to 2020.,Chicago Bulls
"List all coaches of AEK Larnaca F.C., also known as AEK Larnaca FC, from 2010 to 2020",lvaro Morata
"List all positions Jan Björklund, also known as Jan Bjorklund, held from 2010 to 2019.","Jan Björklund, also known as Jan Björklund, was a Swedish politician"
"List all chairpersons of National Party of Australia, also known as Australian Country Party, from 2010 to 2020","List of chairpersons of the National Party of Australia, also known as the Australian Country Party, from 2010 to 2020"
"List all positions Peter Hain, also known as Peter Gerald Hain, held from 2010 to 2012.",Secretary of State for Health and Human Services
List all employers Chase F. Robinson worked for from 2018 to 2020.,Chase F. Robinson
List all positions Richard Burgon held from 2016 to 2020.,Richard Burgon was appointed as the new Chief Executive Officer of the National Football League on 1 January 2020.
"List all positions Jerzy Buzek, also known as Jerzy Karol Buzek, held from 2010 to 2020.",President of the Senate of Poland
"List all sports teams Marshawn Lynch, also known as Marshawn Terrell Lynch, played for from 2010 to 2020.",Seattle Seahawks
List all sports teams Kieran Foran played for from 2010 to 2020.,New Zealand national rugby union team
"List all educational institutions Thomas Walkup, also known as Thomas Ryan Walkup, attended from 2010 to 2016.",University of North Carolina at Chapel Hill
List all political parties Andreas Bleck was a member of from 2010 to 2020.,Andreas Bleck was a member of the Social Democratic Party of Austria (SPD) from 2010 to 2020.
"List all sports teams Marvin Emnes, also known as Marvin Renato Emnes, played for from 2010 to 2014.",Manila Bay Lightning
"List all sports teams Caron Butler, also known as James Caron Butler, played for from 2010 to 2016.","Caron Butler, also known as James Caron Butler, played for the following sports teams:"
"List all positions Tom Watson, also known as Thomas Anthony Watson, held from 2015 to 2020.",2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA Championship - Men's Open Champion 2015 PGA
List all coaches of Alanyaspor from 2018 to 2020,Alanyaspor
"List all chairpersons of Canadian Medical Association, also known as CMA, from 2014 to 2019","Dr. David A. MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonald, Dr. David MacDonal"
"List all positions Donald Payne, Jr. held from 2010 to 2020.",Governor of New Jersey
"List all heads of the government of Croatia, also known as Republic of Croatia, from 2011 to 2020 ","List of heads of the government of Croatia, also known as Republic of Croatia, from 2011 to 2020"
"List all sports teams Keith Earls, also known as Keith Gerard Earls, played for from 2010 to 2015.",Dublin
"List all sports teams Tamim Iqbal, also known as Tamim Iqbal Khan, played for from 2010 to 2018.",Pakistan national cricket team
"List all political parties Victor Ponta, also known as Victor Viorel Ponta, was a member of from 2010 to 2020.",Democratic Party of Romania
"List all sports teams Greg Tansey, also known as Gregory James Tansey, played for from 2010 to 2020.",New York Jets
List all employers Abhilasha Kumari worked for from 2010 to 2018.,Abhilasha Kumari
List all coaches of FC Yenisey Krasnoyarsk from 2017 to 2020,Yuriy Yaroslavsky
"List all positions David L. Bernhardt, also known as David Longly Bernhardt, held from 2017 to 2020.",Governor of New York
"List all employers Caitlin Rivers, also known as Caitlin M. Rivers, worked for from 2015 to 2020.",Caitlin Rivers
"List all employers Peter T. Gallagher, also known as Peter Gallagher, worked for from 2010 to 2020.",Peter T. Gallagher
"List all political parties Àngels Martínez Castells, also known as Àngels M. Castells, was a member of from 2010 to 2020.",ngels Martnez Castells
"List all positions Mike Pompeo, also known as Michael Richard ""Mike"" Pompeo, held from 2011 to 2020.",Secretary of State
"List all heads of the government of Mainz, also known as Frankfurt Rhine-Main Metropolitan Region, from 2010 to 2020 ","List of heads of the government of Mainz, also known as Frankfurt Rhine-Main Metropolitan Region, from 2010 to 2020"
List all employers Helle Thomsen worked for from 2010 to 2020.,Helle Thomsen
"List all positions Caroline Flint, also known as Caroline Louise Flint, held from 2010 to 2015.",Caroline Flint was a British politician
"List all positions Joyce Beatty, also known as Joyce Marie Beatty, held from 2012 to 2019.","Joyce Beatty, also known as Joyce Marie Beatty, was the United States Representative for the 116th District of the United States House of Representatives from 2012 to 2019."
"List all coaches of Östersunds FK, also known as Ostersunds FK, from 2011 to 2020",stersunds FK
List all employers Carlo Rovelli worked for from 2010 to 2020.,Carlo Rovelli
"List all employers Virginia Barbour, also known as Ginny Barbour, worked for from 2010 to 2020.","Virginia Barbour, also known as Ginny Barbour, worked for the United States Department of State"
"List all employers Elke U. Weber, also known as Elke Weber, worked for from 2010 to 2020.",Elke U. Weber
"List all employers Roger Penrose, also known as R. Penrose, worked for from 2011 to 2020.",United States Senate
List all positions Jean Charest held from 2010 to 2012.,President of the National Assembly of Quebec
List all educational institutions Manon Aubry attended from 2010 to 2012.,Manon Aubry attended the University of Paris-Sorbonne
"List all chairpersons of Radical Party of the Left, also known as Parti radical de gauche, from 2010 to 2017","List of chairpersons of Radical Party of the Left, also known as Parti radical de gauche, from 2010 to 2017"
List all chairpersons of Supreme Court of Justice from 2012 to 2020,Justices of the Supreme Court of Justice
"List all employers John Carmack, also known as John D. Carmack, worked for from 2010 to 2020.",Apple Inc.
List all positions Annie Lööf held from 2011 to 2020.,Member of the European Parliament
"List all chairpersons of Norwegian Red Cross, also known as Red Cross of Norway, from 2010 to 2020","List of chairpersons of Norwegian Red Cross, also known as Red Cross of Norway, from 2010 to 2020"
"List all entities that owned AC Milan, also known as Associazione Calcio Milan, from 2010 to 2020.",A.C. Milan
List all sports teams Robert Earnshaw played for from 2010 to 2015.,Liverpool F.C.
"List all positions Theresa May, also known as Theresa Mary Brasier, held from 2010 to 2019.",Theresa May Prime Minister of the United Kingdom
"List all heads of the government of Saudi Arabia, also known as 🇸🇦, from 2010 to 2020 ",Abdullah Saleh al-Faisal
List all political parties Carles Campuzano was a member of from 2010 to 2020.,Carles Campuzano was a member of the Socialist Party of Catalonia from 2010 to 2020
List all entities that owned Trace Urban from 2014 to 2020.,Trace Urban
"List all sports teams Marcus Haber, also known as Marcus Warren Haber, played for from 2010 to 2020.",New York Mets
List all employers Mark H. Erickson worked for from 2010 to 2020.,Mark H. Erickson
"List all sports teams Jae Crowder, also known as Corey Jae Crowder, played for from 2010 to 2020.",Atlanta Hawks
"List all positions Tim Davie, also known as Timothy Douglas Davie, held from 2012 to 2020.","Tim Davie, also known as Timothy Douglas Davie, was a British politician who served as the Member of Parliament for the City of London from 2012 to 2020."
"List all positions Penny Mordaunt, also known as Penelope Mary Mordaunt, held from 2015 to 2019.",Member of Parliament
"List all sports teams Rob Gronkowski, also known as Gronk, played for from 2010 to 2020.",New England Patriots
List all sports teams Eniola Aluko played for from 2010 to 2020.,Eniola Aluko
"List all political parties Tom O'Halleran, also known as Thomas Charles O'Halleran, was a member of from 2010 to 2020.",Democratic Party
"List all employers Stephen Powis, also known as Stephen H. Powis, worked for from 2010 to 2020.","Stephen Powis, also known as Stephen H. Powis, worked for the United States Department of Defense"
"List all sports teams Jacques Kallis, also known as Jacques Henry Kallis, played for from 2010 to 2015.",South Africa national cricket team
"List all heads of the government of Nashville, also known as Nashville, Tennessee, from 2015 to 2019 ","Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor David Briley, Mayor"
"List all positions Kathleen Rice, also known as Kathleen Maura Rice, held from 2010 to 2019.",Governor of New York
"List all heads of the government of Uttar Pradesh, also known as UP, from 2012 to 2020 ","Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh Yadav, Akhilesh"
"List all employers Christof Koch, also known as C. Koch, worked for from 2010 to 2020.",koda
"List all coaches of Greenock Morton F.C., also known as Greenock Morton Football Club, from 2010 to 2020",Andy Halliday Andy Halliday is the current manager of Greenock Morton F.C.
"List all heads of the government of Memphis, also known as Memphis, Tennessee, from 2010 to 2020 ","Mayor of Memphis, Tennessee:"
"List all positions James Jones, also known as James Stuart Jones, held from 2010 to 2013.",President of the United States
"List all employers Augustus John Rush, also known as Augustus Rush, worked for from 2015 to 2020.","Augustus John Rush, also known as Augustus Rush, worked for the following employers:"
"List all entities that owned Flåm Line, also known as Flåmsbana, from 2010 to 2020.",Flm Line
List all employers Omar Radi worked for from 2010 to 2020.,Omar Radi
"List all coaches of Sint-Truidense V.V., also known as K. Sint-Truidense V.V., from 2011 to 2020","Sint-Truidense V.V., also known as K. Sint-Truidense V.V., from 2011 to 2020"
List all positions Hubertus Leteng held from 2010 to 2020.,President of the Federal Republic of Germany
"List all employers Ian Murdock, also known as Ian Ashley Murdock, worked for from 2010 to 2015.",NBCUniversal
"List all positions Bill Shorten, also known as William Richard Shorten, held from 2011 to 2019.",Prime Minister of Australia
"List all employers Simonetta Di Pippo, also known as Simonetta di Pippo, worked for from 2010 to 2020.",Università di Roma
"List all positions Hope Hicks, also known as Hope Charlotte Hicks, held from 2017 to 2018.","Hope Hicks, also known as Hope Charlotte Hicks, was the United States Representative for the 116th Congress from 2017 to 2018."
"List all sports teams Raúl González Blanco, also known as Raul Gonzalez, played for from 2010 to 2015.",
"List all chairpersons of Lega Nord, also known as Lega, from 2010 to 2020",List of Lega Nord chairpersons from 2010 to 2020
List all positions Raimonds Vējonis held from 2012 to 2019.,Raimonds Vjonis
"List all political parties Dimitris Syllouris, also known as Demetris Syllouris, was a member of from 2010 to 2020.","Dimitris Syllouris, also known as Demetris Syllouris, was a member of the Greek People's Party ( ) from 2010 to 2020."
"List all heads of the government of Tunisia, also known as Republic of Tunisia, from 2011 to 2020 ",Mohamed Bouazizi
"List all positions Desi Bouterse, also known as Dési Bouterse, held from 2010 to 2020.",President of the Republic of Liberia
"List all political parties Bill Walker, also known as William M. ""Bill"" Walker, was a member of from 2010 to 2020.",Democratic Party
"List all sports teams Brook Lopez, also known as Brook Robert Lopez, played for from 2010 to 2020.",Los Angeles Clippers
"List all chairpersons of Scottish National Party, also known as SNP, from 2010 to 2020","John Swinney, John Swinney"
"List all coaches of A.S. Nancy-Lorraine, also known as AS Nancy, from 2018 to 2020","A.S. Nancy-Lorraine, also known as AS Nancy, is a French professional football club based in Nancy, Lorraine."
"List all employers Dawn Childs, also known as Dawn Elson, worked for from 2010 to 2020.",Dawn Childs
List all coaches of R. Charleroi S.C. from 2013 to 2020,R. Charleroi S.C.
List all sports teams Jung Sung-ryong played for from 2010 to 2020.,Seoul Dragons
"List all sports teams Kevin Durant, also known as KD, played for from 2010 to 2020.",Oklahoma City Thunder
"List all positions Jo Swinson, also known as Joanne Kate Swinson, held from 2017 to 2019.",Jo Swinson was a member of the House of Commons of the UK Parliament from 2017 to 2019.
"List all heads of the government of Lugano, also known as Lugano TI, from 2010 to 2020 ",Lugano TI
"List all sports teams Angelo Mathews, also known as Angelo Davis Mathews, played for from 2010 to 2018.",Atlanta Hawks
List all sports teams Muttath Suresh played for from 2010 to 2020.,Chennaiyin FC
List all political parties Neus Munte Fernandez was a member of from 2010 to 2020.,Neus Munte Fernandez was a member of the Socialist Party of Catalonia from 2010 to 2020.
List all employers Elaine Saunders worked for from 2010 to 2020.,Elaine Saunders
"List all chairpersons of Party of Civic Rights, also known as Party of Civic Rights – Zeman's people, from 2010 to 2018",List of Civic Rights – Zeman's people Chairpersons
"List all chairpersons of Social Democratic Party, also known as Partidul Social Democrat, from 2010 to 2020",tefan afiu
"List all heads of the government of Nizhny Novgorod Oblast, also known as Gorky Oblast (USSR), from 2010 to 2020 ",Nizhny Novgorod Oblast
List all chairpersons of German Economic Association from 2010 to 2020,List of chairpersons of German Economic Association from 2010 to 2020
"List all coaches of New Zealand national rugby union team, also known as All Blacks, from 2010 to 2020","Nicky Jones, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen, Steve Hansen,"
List all political parties Rathika Sitsabaiesan was a member of from 2010 to 2020.,Tamil Nadu Congress Committee
"List all chairpersons of CRH, also known as CRH p.l.c., from 2010 to 2020",John O'Halloran
List all political parties Nathalie Amoratti-Blanc was a member of from 2010 to 2020.,Nathalie Amoratti-Blanc was a member of the Socialist Party of Canada from 2010 to 2020.
List all sports teams Mohammad Amir played for from 2010 to 2020.,Pakistan national cricket team
"List all employers Deborah L. Birx, also known as Deborah Birx, worked for from 2010 to 2020.",United States Department of Health and Human Services
List all political parties Christophe Steiner was a member of from 2010 to 2020.,Democrat Party
List all employers Arti Agrawal worked for from 2011 to 2020.,Arti Agrawal
"List all political parties Chen Hsueh-sheng, also known as Chen Xuesheng, was a member of from 2010 to 2020.",Democratic Progressive Party
"List all sports teams Michael Bostwick, also known as Michael Paul Trevor Bostwick, played for from 2010 to 2020.",Boston Red Sox
"List all chairpersons of Norwegian Language Council, also known as The Norwegian Language Council, from 2016 to 2020","List all chairpersons of Norwegian Language Council, also known as The Norwegian Language Council, from 2016 to 2020"
List all sports teams Davies Nkausu played for from 2010 to 2017.,Cardiff City
"List all political parties Ian Blayney, also known as Ian Charles Blayney, was a member of from 2010 to 2020.",Liberal Party of Australia
"List all sports teams David Beckham, also known as David Robert Joseph Beckham, played for from 2010 to 2013.",New York City FC
List all sports teams Saido Berahino played for from 2010 to 2020.,Saido Berahino Saido Berahino (born 10 July 1990) is a Nigerian footballer who plays for Premier League club West Bromwich Albion.
"List all positions Shavkat Mirziyoyev, also known as Shavkat Miromonovich Mirziyoyev, held from 2010 to 2020.",President of Azerbaijan
"List all positions Roy Cooper, also known as Roy Asberry Cooper III, held from 2010 to 2020.",Governor of North Carolina
"List all positions Stockwell Day, also known as Stockwell Burt Day, held from 2010 to 2011.","Stockwell Day, also known as Stockwell Burt Day, was the mayor of the city of Stockwell, California from 2010 to 2011."
"List all coaches of RCD Espanyol de Barcelona, also known as RCDE, from 2010 to 2020","List all coaches of RCD Espanyol de Barcelona, also known as RCDE from 2010 to 2020"
"List all chairpersons of Social Democrats, also known as Socialdemokratiet, from 2010 to 2020","List all chairpersons of Social Democrats, also known as Socialdemokratiet, from 2010 to 2020"
"List all positions Jyrki Katainen, also known as Jyrki Tapani Katainen, held from 2010 to 2020.",Minister of Foreign Affairs of Finland
List all employers Kaywin Feldman worked for from 2010 to 2020.,Kaywin Feldman
List all sports teams Emily Sonnett played for from 2012 to 2020.,Sydney Roosters
"List all positions Vera Baird, also known as Vera Thomas, held from 2010 to 2020.","Vera Baird, also known as Vera Thomas, was the first female mayor of the city of Chicago from 2010 to 2020."
List all employers Rémi Anicotte worked for from 2010 to 2014.,Rémi Anicotte
List all positions Jean-Claude Juncker held from 2010 to 2019.,Jean-Claude Juncker was the President of the European Commission from 2010 to 2019
"List all positions Benny Gantz, also known as Benjamin Gantz, held from 2011 to 2020.",Benny Gantz
List all coaches of Gaziantep F.K. from 2013 to 2020,List of coaches of Gaziantep F.K. from 2013 to 2020
"List all employers Mary E. Northridge, also known as Mary E Northridge, worked for from 2010 to 2020.",University of North Carolina at Chapel Hill
"List all coaches of FCI Levadia Tallinn, also known as FC Levadia Tallinn, from 2012 to 2020","List of coaches of FCI Levadia Tallinn, also known as FC Levadia Tallinn from 2012 to 2020"
"List all chairpersons of Vetëvendosje!, also known as Vetëvendosje, from 2010 to 2020","List all chairpersons of Vetvendosje!, also known as Vetvendosje!, from 2010 to 2020"
List all employers Danny White worked for from 2012 to 2020.,"White, Danny"
"List all chairpersons of Ministry of Citizenship, also known as Ministério da Cidadania, from 2019 to 2020","List of chairpersons of Ministry of Citizenship, also known as Ministério da Cidadania, from 2019 to 2020"
List all employers Chris Montgomery worked for from 2010 to 2020.,Chris Montgomery worked for the following employers:
"List all sports teams Diego Ribas da Cunha, also known as Diego, played for from 2010 to 2020.",FC Porto
"List all political parties Brian Jean, also known as Brian Michael Jean, was a member of from 2010 to 2020.",Democratic Party
"List all political parties Joanna Lei, also known as Lei Qian, was a member of from 2010 to 2020.",Democratic Progressive Party
List all political parties Mircea Geoană was a member of from 2010 to 2020.,Romanian Democratic Union
"List all coaches of FC Smolevichi, also known as FC Smolevichi-STI, from 2011 to 2020",List of coaches of FC Smolevichi-STI from 2011 to 2020
"List all positions Mark Francois, also known as Mark Gino Francois, held from 2010 to 2020.",President of the United States
"List all heads of the government of New Jersey, also known as Garden State, from 2010 to 2020 ","List of heads of the government of New Jersey, also known as Garden State, from 2010 to 2020"
"List all employers Kimberly Guilfoyle, also known as Kimberly Ann Guilfoyle, worked for from 2010 to 2020.","Guilfoyle, Kimberly Ann"
"List all positions Chris Coons, also known as Senator Christopher Andrew Coons, held from 2010 to 2020.",Senator
List all coaches of PFC Litex Lovech from 2015 to 2020,PFC Litex Lovech
"List all sports teams Henri Bedimo, also known as Henri Bedimo Nsame, played for from 2010 to 2020.","Henri Bedimo, also known as Henri Bedimo Nsame, played for the following sports teams:"
"List all employers Gabriel Salazar, also known as Gabriel Salazar Vergara, worked for from 2010 to 2020.",Gabriel Salazar Vergara
"List all sports teams Steven Schumacher, also known as Steven Thomas Schumacher, played for from 2010 to 2020.",United States men's national basketball team
"List all heads of the government of New Brunswick, also known as NB, from 2010 to 2020 ","List of heads of the government of New Brunswick, also known as NB from 2010 to 2020"
"List all employers Vladimir Ashurkov, also known as Vladimir Lvovich Ashurkov, worked for from 2010 to 2020.",орораи о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о оиии о 
"List all sports teams Paulo Centurión, also known as Paulo Centurion, played for from 2010 to 2020.",
"List all employers Matt Ouimet, also known as Matthew Anthony Ouimet, worked for from 2010 to 2020.",Xavier University
"List all employers Hunter Biden, also known as Robert Hunter Biden, worked for from 2013 to 2020.",United States Senate
List all sports teams Adil Rami played for from 2010 to 2020.,Arsenal
"List all chairpersons of Cabinet of Ministers of Ukraine, also known as Government of Ukraine, from 2010 to 2020","List of Chairpersons of Cabinet of Ministers of Ukraine, also known as Government of Ukraine, from 2010 to 2020"
"List all chairpersons of TOP 09, also known as Tradition Responsibility Prosperity, from 2010 to 2020","List of chairpersons of TOP 09, also known as Tradition Responsibility Prosperity, from 2010 to 2020"
"List all positions Mike Gallagher, also known as Michael John Gallagher, held from 2015 to 2020.",Mayor of New York City
"List all sports teams Javier Mascherano, also known as Javier Alejandro Mascherano, played for from 2010 to 2020.",Barcelona F.C.
List all employers SethBling worked for from 2010 to 2020.,SethBling
"List all entities that owned OneWeb, also known as One Web, from 2010 to 2020.",OneWeb OneWeb was a satellite communications company that was owned by a consortium of private investors.
List all sports teams Roda Antar played for from 2010 to 2016.,
"List all sports teams Edwin van der Sar, also known as Edwin van der Saar, played for from 2010 to 2016.","Edwin van der Sar, also known as Edwin van der Saar, played for the following sports teams from 2010 to 2016:"
"List all employers Pancracio Celdrán, also known as Pancracio Celdran, worked for from 2010 to 2018.",Pancracio Celdrán
"List all positions John J. Sullivan, also known as John Joseph Sullivan, held from 2017 to 2020.",Governor of New York
"List all sports teams Phillip Hughes, also known as Phillip Joel Hughes, played for from 2010 to 2014.",Liverpool F.C.
"List all positions Catherine McKenna, also known as Catherine Mary McKenna, held from 2015 to 2020.",Minister for Foreign Affairs
"List all sports teams Jason Euell, also known as Jason Joseph Euell, played for from 2010 to 2012.",New York Rangers
"List all employers Cui Yongyuan, also known as Yongyuan Cui, worked for from 2010 to 2020.",Xinhua News Agency
"List all heads of the government of Windhoek, also known as Otjomuise, from 2012 to 2020 ",Nelson Mandela
List all sports teams Harry Kewell played for from 2010 to 2014.,Melbourne Victory
"List all educational institutions Mike Gallagher, also known as Michael John Gallagher, attended from 2010 to 2015.",University of Maryland Eastern Shore
"List all chairpersons of Reserve Bank of Australia, also known as RBA, from 2010 to 2020",Peter Costello
"List all political parties Marta Pascal i Capdevila, also known as Marta Pascal, was a member of from 2010 to 2020.",Catalan Independence Party
"List all positions David Joyce, also known as David Patrick Joyce, held from 2010 to 2019.",David Patrick Joyce
"List all positions Mark Sedwill, also known as Mark Philip Sedwill, held from 2017 to 2020.",Mark Sedwill
List all employers Frances Spalding worked for from 2010 to 2020.,Frances Spalding
List all coaches of TSV Hartberg from 2012 to 2020,List of coaches of TSV Hartberg from 2012 to 2020
List all political parties Julia Schramm was a member of from 2010 to 2020.,Democratic Party
"List all sports teams Jonny Wilkinson, also known as Wilko, played for from 2010 to 2014.",Liverpool F.C.
"List all positions Hage Geingob, also known as Hage Gottfried Geingob, held from 2012 to 2020.",President of Namibia
"List all political parties Dennis Hof, also known as Dennis Leroy Hof, was a member of from 2015 to 2020.",Democratic Party
"List all sports teams Charlie Adam, also known as Charles Graham Adam, played for from 2010 to 2020.",Liverpool F.C.
"List all positions Robert McClelland, also known as Robert Bruce McClelland, held from 2010 to 2012.",Governor of New York
"List all positions Michael Flynn, also known as Michael Thomas Flynn, held from 2012 to 2017.",President of the United States
List all sports teams Lomana LuaLua played for from 2010 to 2020.,New Zealand national rugby union team
"List all entities that owned Culpeper Star-Exponent, also known as Culpeper Star Exponent, from 2015 to 2020.",Culpeper Star-Exponent
"List all sports teams Aiden McGeady, also known as Aiden John McGeady, played for from 2010 to 2020.",Dublin Gaelic Athletic Association
"List all coaches of NK Osijek, also known as Nogometni klub Osijek, from 2012 to 2020","List all coaches of NK Osijek, also known as Nogometni klub Osijek, from 2012 to 2020"
List all educational institutions Clayton Custer attended from 2010 to 2020.,Clayton Custer attended the University of Oklahoma
List all positions Mohamed Ghannouchi held from 2010 to 2011.,President of the Tunisian National Assembly
"List all sports teams Jamal Crawford, also known as Aaron Jamal Crawford, played for from 2017 to 2020.",Houston Rockets
"List all sports teams Humam Tariq, also known as Humam Tariq Faraj Naoush, played for from 2010 to 2020.",Humam Tariq Faraj Naoush
"List all employers Julia Y Chan, also known as Julia Y. Chan, worked for from 2010 to 2020.",University of Hong Kong
"List all sports teams Peter Crouch, also known as Peter James Crouch, played for from 2010 to 2020.",Tottenham Hotspur
"List all educational institutions Gary Payton II, also known as Gary Dwayne Payton II, attended from 2010 to 2016.",University of Miami
"List all coaches of F.C. Copenhagen, also known as FC Copenhagen, from 2013 to 2020","List all coaches of F.C. Copenhagen, also known as FC Copenhagen, from 2013 to 2020"
"List all coaches of Denmark national association football team, also known as Denmark national soccer team, from 2010 to 2020","List of coaches of Denmark national association football team, also known as Denmark national soccer team, from 2010 to 2020"
"List all positions Kelly Craft, also known as Kelly Knight, held from 2017 to 2020.","Kelly Craft, also known as Kelly Knight, was the United States Representative for the 116th Congress from 2017 to 2020."
"List all heads of the government of Manila, also known as City of Manila, from 2010 to 2020 ","List of heads of the government of Manila, also known as City of Manila, from 2010 to 2020"
"List all political parties Emmanuel Macron, also known as Emmanuel Jean-Michel Frédéric Macron, was a member of from 2010 to 2020.",French National Assembly
"List all coaches of Grasshopper Club Zürich, also known as Grasshoppers, from 2018 to 2020",Grasshopper Club Zürich
"List all sports teams Patrick Bamford, also known as Patrick James Bamford, played for from 2010 to 2020.",Manchester United
