question,response,examples
"List all positions Mark Sedwill, also known as Mark Philip Sedwill, held from 2017 to 2020.","Mark Sedwill (2017, 2018, 2019, 2020); Mark Sedwill (2019, 2020); Mark Sedwill (2019, 2020)","Example:
  Question: List all positions Mark T. Esper, also known as Mark Esper, held from 2017 to 2020.
  Answer: United States Secretary of the Army (2017, 2018, 2019, 2020); United States Secretary of Defense (2019, 2020)
Example:
  Question: List all positions Andris Piebalgs held from 2010 to 2020.
  Answer: European Commissioner for Energy (2010); European Commissioner for International Cooperation, Humanitarian Aid and Crisis Response (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Jeppe Kofod, also known as Jeppe Sebastian Kofod, held from 2014 to 2020.
  Answer: member of the European Parliament (2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister of Foreign Affairs of Denmark (2019, 2020)"
List all employers Frances Spalding worked for from 2010 to 2020.,"Frances Spalding (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Frances Spalding (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all employers Nicole Megow worked for from 2010 to 2020.
  Answer: Max Planck Institute for Informatics (2010, 2011, 2012, 2013, 2014, 2015); Technical University of Munich (2015, 2016); University of Bremen (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Suzanne Landau worked for from 2010 to 2019.
  Answer: Israel Museum (2010, 2011, 2012); Tel Aviv Museum of Art (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019)
Example:
  Question: List all employers Didier Fassin worked for from 2010 to 2020.
  Answer: Institute for Advanced Study (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of California, Berkeley (2016); Collège de France (2019, 2020)"
List all coaches of TSV Hartberg from 2012 to 2020,"TSV Hartberg (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); TSV Hartberg (2012, 2018, 2019, 2020)","Example:
  Question: List all coaches of Örebro SK from 2014 to 2020
  Answer: Alexander Axén (2014, 2015, 2016, 2017); Axel Kjäll (2017, 2018, 2019, 2020)
Example:
  Question: List all coaches of FC Baranovichi from 2016 to 2020
  Answer: Andrey Hlebasolaw (2016, 2019, 2020); Aleksey Vergeyenko (2017)
Example:
  Question: List all coaches of Wolfsberger AC from 2010 to 2020
  Answer: Nenad Bjelica (2010, 2011, 2012, 2013); Heimo Pfeifenberger (2015, 2016, 2017, 2018); Christian Ilzer (2018, 2019); Ferdinand Feldhofer (2019, 2020)"
List all political parties Julia Schramm was a member of from 2010 to 2020.,"Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020); Democratic Party (2020)","Example:
  Question: List all political parties Theresa Scavenius was a member of from 2016 to 2020.
  Answer: Danish Social Liberal Party (2016, 2017); The Alternative (2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Zoe Konstantopoulou was a member of from 2012 to 2020.
  Answer: SYRIZA (2012, 2013, 2014, 2015); Popular Unity (Greece) (2015); Course of Freedom (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Maria Badia i Cutchet was a member of from 2010 to 2020.
  Answer: Socialists' Party of Catalonia (2010, 2011, 2012, 2013, 2014); Leftwing Movement (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Jonny Wilkinson, also known as Wilko, played for from 2010 to 2014.","Wilko (2010, 2011, 2012, 2013, 2014); Leicester Tigers (2010, 2011, 2012, 2013, 2014); Leicester Tigers (2010, 2011, 2012, 2013, 2014); Leicester Tigers (2010, 2011, 2012, 2013, 2014); Leicester Tigers (2010, 2011, 2012, 2013, 2014); Leicester Tigers (2010, 2011, 2012, 2013, 2014); Leicester Tigers (2012, 2013, 2014); Leicester Tigers (2013, 2014); Leicester Tigers (2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all sports teams Greg Pearson played for from 2010 to 2020.
  Answer: Burton Albion F.C. (2010, 2011, 2012); Aldershot Town F.C. (2011, 2012); Crewe Alexandra F.C. (2012); Grimsby Town F.C. (2012, 2013); Hednesford Town F.C. (2013); Nuneaton Borough F.C. (2013, 2014); Kidderminster Harriers F.C. (2013); Brackley Town F.C. (2014, 2015); Halesowen Town F.C. (2015); Hinckley A.F.C. (2015, 2016, 2017, 2018, 2019, 2020); Bishop's Stortford F.C. (2015)
Example:
  Question: List all sports teams Christian Benteke, also known as Christian Benteke Liolo, played for from 2010 to 2020.
  Answer: Belgium national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); K.V. Kortrijk (2010); Belgium national under-21 football team (2010, 2011, 2012); Standard Liège (2010, 2011); KV Mechelen (2010, 2011); K.R.C. Genk (2011, 2012); Aston Villa F.C. (2012, 2013, 2014, 2015); Liverpool F.C. (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Kevin Pietersen, also known as Kevin Peter Pietersen, played for from 2010 to 2018.
  Answer: Royal Challengers Bengaluru (2010); Hampshire County Cricket Club (2010); England cricket team (2010, 2011, 2012, 2013, 2014); Melbourne Stars (2014, 2015, 2016, 2017, 2018)"
"List all positions Hage Geingob, also known as Hage Gottfried Geingob, held from 2012 to 2020.","Chancellor of the University of Copenhagen (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister of Foreign Affairs (2012, 2018, 2019, 2020); Minister of Foreign Affairs (2020)","Example:
  Question: List all positions Scott Peters, also known as Scott H. Peters, held from 2010 to 2020.
  Answer: commissioner (2010, 2011, 2012); United States representative (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Rauff Hakeem, also known as Abdul Rauff Hibbathul Hakeem, held from 2010 to 2020.
  Answer: Minister of Justice (2010, 2011, 2012, 2013, 2014); Ministry of Water Supply and Drainage (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Mette Frederiksen held from 2011 to 2020.
  Answer: Minister for Employment (2011, 2012, 2013, 2014); Justice Minister of Denmark (2014, 2015); Prime Minister of Denmark (2019, 2020)"
"List all political parties Dennis Hof, also known as Dennis Leroy Hof, was a member of from 2015 to 2020.","Democratic Party (2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020); Democratic Party (2020); Democratic Party (2020)","Example:
  Question: List all political parties Ivan David was a member of from 2010 to 2020.
  Answer: Social Democracy (2010, 2011, 2012, 2013, 2014, 2015); Freedom and Direct Democracy (2019, 2020)
Example:
  Question: List all political parties Fatma Kaplan Hürriyet was a member of from 2015 to 2020.
  Answer: Republican People's Party (2015, 2016, 2017, 2018, 2019, 2020); İYİ Party (2018)
Example:
  Question: List all political parties Francesc Homs Molist was a member of from 2010 to 2020.
  Answer: Democratic Convergence of Catalonia (2010, 2011, 2012, 2013, 2014, 2015, 2016); Catalan European Democratic Party (2016, 2017, 2018, 2019, 2020)"
"List all sports teams Charlie Adam, also known as Charles Graham Adam, played for from 2010 to 2020.","Leicester City F.C. (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Leicester City F.C. (2020); Leicester City F.C. (2020); Leicester City F.C. (2020)","Example:
  Question: List all sports teams Ben Barba played for from 2010 to 2020.
  Answer: Canterbury-Bankstown Bulldogs (2010, 2011, 2012, 2013); Brisbane Broncos (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Charles Woodson, also known as Charles Cameron Woodson, played for from 2010 to 2020.
  Answer: Green Bay Packers (2010, 2011, 2012, 2013); Las Vegas Raiders (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Adam Chicksen, also known as Adam Thomas Chicksen, played for from 2010 to 2020.
  Answer: Milton Keynes Dons F.C. (2010, 2011, 2012, 2013); Leyton Orient F.C. (2012, 2015); Brighton & Hove Albion F.C. (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Gillingham F.C. (2014, 2016); Fleetwood Town F.C. (2015)"
"List all positions Robert McClelland, also known as Robert Bruce McClelland, held from 2010 to 2012.","Robert McClelland (2010, 2011, 2012); Robert McClelland (2010, 2011, 2012); Robert McClelland (2010, 2011, 2012); Robert McClelland (2010, 2011, 2012); Robert McClelland (2010, 2011, 2012); Robert McClelland (2010, 2011, 2012); Robert McClelland (2010, 2011, 2012)","Example:
  Question: List all positions Robert Barron, also known as Robert E. Barron, held from 2015 to 2020.
  Answer: auxiliary bishop (2015, 2016, 2017, 2018, 2019, 2020); titular bishop (2015, 2016, 2017, 2018, 2019, 2020); Catholic bishop (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Martin Ferguson, also known as Martin John Ferguson, held from 2010 to 2013.
  Answer: Minister for Foreign Affairs (2010, 2011, 2012, 2013); Minister for Industry and Innovation (2010, 2011, 2012, 2013)
Example:
  Question: List all positions Charles Drennan, also known as Charles Edward Drennan, held from 2011 to 2020.
  Answer: diocesan bishop (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Catholic bishop (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Michael Flynn, also known as Michael Thomas Flynn, held from 2012 to 2017.","Michael Thomas Flynn (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Michael Flynn (2012, 2014, 2015, 2016, 2017, 2018, 2019); Michael Flynn (2012, 2019, 2020)","Example:
  Question: List all positions Paul Flynn, also known as Paul Philip Flynn, held from 2016 to 2016.
  Answer: Shadow Secretary of State for Wales (2016); Shadow Leader of the House of Commons (2016)
Example:
  Question: List all positions Michael Fallon, also known as Michael Cathel Fallon, held from 2013 to 2017.
  Answer: Minister of State at the Department of Energy and Climate Change (2013, 2014); Secretary of State for Defence (2014, 2015, 2016, 2017); Minister for Portsmouth (2014)
Example:
  Question: List all positions John Kerry, also known as John F. Kerry, held from 2010 to 2017.
  Answer: United States senator (2010, 2011, 2012, 2013, 2014, 2015); United States Secretary of State (2013, 2014, 2015, 2016, 2017)"
List all sports teams Lomana LuaLua played for from 2010 to 2020.,"Lomana LuaLua (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Real Madrid CF (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Real Madrid CF (2016, 2017, 2018, 2019, 2020); Real Madrid CF (2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all sports teams Luka Modrić played for from 2010 to 2020.
  Answer: Tottenham Hotspur F.C. (2010, 2011, 2012); Real Madrid CF (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Kostas Mitroglou played for from 2010 to 2020.
  Answer: Olympiacos F.C. (2010, 2011, 2012, 2013, 2014, 2015); Greece national under-21 football team (2010); Atromitos F.C. (2011, 2012); Panionios (2011); Panionios F.C. (2011); Fulham F.C. (2014); S.L. Benfica (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Mido played for from 2010 to 2013.
  Answer: West Ham United F.C. (2010); AFC Ajax (2010, 2011); Zamalek SC (2010, 2011, 2012); Barnsley F.C. (2012, 2013)"
"List all entities that owned Culpeper Star-Exponent, also known as Culpeper Star Exponent, from 2015 to 2020.","Culpeper Star-Exponent (2015, 2016, 2017, 2018, 2019, 2020); Culpeper Star-Exponent (2020)","Example:
  Question: List all entities that owned Rockklassiker from 2010 to 2020.
  Answer: Warner Bros. Discovery Nordic (2010, 2011, 2012, 2013, 2014, 2015); Bauer Media Group (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Ruptly from 2010 to 2020.
  Answer: RT (2010, 2011, 2012, 2013); Rossiya Segodnya (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Numedal Line from 2010 to 2020.
  Answer: Jernbaneverket (2010, 2011, 2012, 2013, 2014, 2015, 2016); Bane NOR (2017, 2018, 2019, 2020)"
"List all sports teams Aiden McGeady, also known as Aiden John McGeady, played for from 2010 to 2020.","Carlton F.C. (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Carlton F.C. (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Carlton F.C. (2020)","Example:
  Question: List all sports teams Niall McGinn played for from 2010 to 2020.
  Answer: Celtic F.C. (2010, 2011, 2012); Brentford F.C. (2011, 2012); Aberdeen F.C. (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Daniel McBreen, also known as Daniel James McBreen, played for from 2010 to 2019.
  Answer: Perth Glory FC (2010); Central Coast Mariners FC (2010, 2011, 2012, 2013, 2014); Northern Fury FC (2010); Shanghai Port F.C. (2013, 2014); South China AA (2015); Edgeworth FC (2016, 2017, 2018, 2019)
Example:
  Question: List all sports teams Paul McGowan played for from 2010 to 2020.
  Answer: Celtic F.C. (2010, 2011); St. Mirren F.C. (2010, 2011, 2012, 2013, 2014); Dundee F.C. (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of NK Osijek, also known as Nogometni klub Osijek, from 2012 to 2020","NK Osijek (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); NK Osijek (2012, 2018, 2019, 2020); NK Osijek (2020)","Example:
  Question: List all coaches of NK Celje, also known as Nogometni Klub Celje, from 2012 to 2020
  Answer: Marijan Pušnik (2012); Dušan Kosič (2017, 2018, 2019, 2020)
Example:
  Question: List all coaches of NK Maribor, also known as Nogometni Klub Maribor, from 2016 to 2020
  Answer: Darko Milanič (2016, 2017, 2018, 2019, 2020); Sergej Jakirović (2020)
Example:
  Question: List all coaches of Korona Kielce from 2011 to 2020
  Answer: Leszek Ojrzyński (2011, 2012, 2013); Maciej Bartoszek (2020)"
List all educational institutions Clayton Custer attended from 2010 to 2020.,"University of Oklahoma (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of Oklahoma (2020)","Example:
  Question: List all educational institutions Canyon Barry attended from 2010 to 2020.
  Answer: Cheyenne Mountain High School (2010, 2011, 2012); College of Charleston (2012, 2013, 2014, 2015, 2016); University of Florida (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all educational institutions Reid Travis attended from 2010 to 2020.
  Answer: DeLaSalle High School (2010, 2011, 2012, 2013, 2014); Stanford University (2014, 2015, 2016, 2017, 2018); University of Kentucky (2018, 2019, 2020)
Example:
  Question: List all educational institutions Paige Bueckers attended from 2016 to 2020.
  Answer: Hopkins High School (2016, 2017, 2018, 2019, 2020); University of Connecticut (2020)"
List all positions Mohamed Ghannouchi held from 2010 to 2011.,"Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011); Mohamed Ghannouchi (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all positions Goh Chok Tong held from 2010 to 2011.
  Answer: Senior Minister (2010, 2011); Emeritus Senior Minister (2010, 2011)
Example:
  Question: List all positions Seiji Maehara held from 2010 to 2011.
  Answer: Minister for Foreign Affairs (2010, 2011); Minister of Land, Infrastructure, Transport and Tourism (2010)
Example:
  Question: List all positions Antonino Raspanti held from 2011 to 2020.
  Answer: diocesan bishop (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Catholic bishop (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Jamal Crawford, also known as Aaron Jamal Crawford, played for from 2017 to 2020.","Aaron Jamal Crawford (2017, 2018, 2019, 2020); Aaron Jamal Crawford (2019, 2020); Aaron Jamal Crawford (2019, 2020)","Example:
  Question: List all sports teams Andre Drummond, also known as Andre Jamal Drummond, played for from 2011 to 2020.
  Answer: UConn Huskies men's basketball (2011, 2012); Detroit Pistons (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Cleveland Cavaliers (2020)
Example:
  Question: List all sports teams Luke Moore, also known as Luke Issac Hunt Moore, played for from 2010 to 2020.
  Answer: Derby County F.C. (2010); West Bromwich Albion F.C. (2010, 2011); Swansea City A.F.C. (2011, 2012, 2013); Elazığspor (2013, 2014); Toronto FC (2014, 2015, 2016, 2017, 2018, 2019, 2020); Chivas USA (2014)
Example:
  Question: List all sports teams Klay Thompson, also known as Klay Alexander Thompson, played for from 2010 to 2020.
  Answer: Washington State Cougars men's basketball (2010, 2011); Golden State Warriors (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Humam Tariq, also known as Humam Tariq Faraj Naoush, played for from 2010 to 2020.","Humam Tariq (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Al Mokawloon Al Arab SC (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Al Mokawloon Al Arab SC (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Al Mokawloon Al Arab SC (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Al Mokawloon Al Arab SC (2010, 2011, 2015, 2016, 2017, 2018, 2019, 2020); Al Mokawloon Al Arab SC (2010, 2018, 2019, 2020); Al Mokawloon Al Arab SC (2010, 2016, 2017, 2018, 2019, 2020); Al Mokawloon Al Arab SC (2020)","Example:
  Question: List all sports teams Nabil Dirar played for from 2010 to 2020.
  Answer: Club Brugge K.V. (2010, 2011, 2012); AS Monaco FC (2012, 2013, 2014, 2015, 2016, 2017); Fenerbahçe Istanbul (2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Adil Rashid, also known as Adil Usman Rashid, played for from 2010 to 2020.
  Answer: South Australia cricket team (2010, 2011, 2012); Adelaide Strikers (2015, 2016); England cricket team (2015, 2016); Durdanto Dhaka (2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Mohamed Salah, also known as Mohamed Salah Hamed Mahrous Ghaly, played for from 2010 to 2020.
  Answer: Al Mokawloon Al Arab SC (2010, 2011, 2012); Egypt national under-20 football team (2010, 2011); Egypt national football team (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Egypt national under-23 football team (2011, 2012); FC Basel (2012, 2013, 2014); Chelsea F.C. (2014, 2015); A.S. Roma (2015, 2016, 2017); ACF Fiorentina (2015); Liverpool F.C. (2017, 2018, 2019, 2020)"
"List all employers Julia Y Chan, also known as Julia Y. Chan, worked for from 2010 to 2020.","The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The New York Times (2010, 2011, 2018, 2019, 2020); The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The New York Times (2010, 2011, 2018, 2019, 2020); The New York Times (2020)","Example:
  Question: List all employers Julia Ebner worked for from 2015 to 2020.
  Answer: Quilliam (2015, 2016, 2017); Institute for Strategic Dialogue (2017, 2018, 2019, 2020)
Example:
  Question: List all employers Sewell Chan worked for from 2010 to 2020.
  Answer: The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Los Angeles Times (2018, 2019, 2020)
Example:
  Question: List all employers Anna Keay, also known as Anna Julia Keay, worked for from 2010 to 2020.
  Answer: English Heritage (2010, 2011, 2012); Landmark Trust (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Peter Crouch, also known as Peter James Crouch, played for from 2010 to 2020.","Peter Crouch (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Peter Crouch (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Peter Crouch (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all sports teams Gareth Barry played for from 2010 to 2020.
  Answer: Manchester City F.C. (2010, 2011, 2012, 2013, 2014); England national association football team (2010, 2011, 2012); Everton F.C. (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Robbie Fowler, also known as Robert Bernard ""Robbie"" Fowler, played for from 2010 to 2012.
  Answer: Perth Glory FC (2010, 2011); Northern Fury FC (2010); Muangthong United F.C. (2011, 2012)
Example:
  Question: List all sports teams Fraser Forster, also known as Fraser Gerard Forster, played for from 2010 to 2020.
  Answer: Newcastle United F.C. (2010, 2011, 2012); Celtic F.C. (2010, 2011, 2012, 2013, 2014, 2019, 2020); Norwich City F.C. (2010); England national association football team (2013, 2014, 2015, 2016); Southampton F.C. (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Gary Payton II, also known as Gary Dwayne Payton II, attended from 2010 to 2016.","University of Oklahoma (2010, 2011, 2012, 2013, 2014); University of Oklahoma (2014, 2015, 2016, 2017, 2018, 2019, 2020); University of Oklahoma (2015, 2016, 2017, 2018, 2019); University of Oklahoma (2019, 2020); University of Oklahoma (2019, 2020); University of Oklahoma (2019, 2020); University of Oklahoma (2019, 2020)","Example:
  Question: List all educational institutions Deshaun Watson, also known as Derrick Deshaun Watson, attended from 2010 to 2017.
  Answer: Gainesville High School (2010, 2011, 2012, 2013, 2014); Clemson University (2014, 2015, 2016, 2017)
Example:
  Question: List all educational institutions Dwayne Haskins, also known as Dwayne Haskins Jr., attended from 2013 to 2019.
  Answer: Bullis School (2013, 2014, 2015, 2016); Ohio State University (2016, 2017, 2018, 2019)
Example:
  Question: List all educational institutions Trey McKinney-Jones, also known as McKinney-Jones, attended from 2010 to 2013.
  Answer: University of Miami (2010, 2011, 2012, 2013); University of Missouri–Kansas City (2010)"
"List all coaches of F.C. Copenhagen, also known as FC Copenhagen, from 2013 to 2020","lvard lvard (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); lvard lvard (2014, 2015, 2016, 2017, 2018, 2019, 2020); lvard lvard (2015, 2016, 2017, 2018, 2019, 2020); lvard lvard (2019, 2020)","Example:
  Question: List all coaches of FC Nordsjælland from 2016 to 2020
  Answer: Kasper Hjulmand (2016, 2017, 2018, 2019); Flemming Pedersen (2019, 2020)
Example:
  Question: List all coaches of 1. FC Köln, also known as 1. FC Cologne, from 2018 to 2020
  Answer: Markus Anfang (2018, 2019); Achim Beierlorzer (2019); Markus Gisdol (2019, 2020); Manfred Schmid (2019)
Example:
  Question: List all coaches of 1. FC Kaiserslautern, also known as 1. FCK, from 2017 to 2020
  Answer: Jeff Strasser (2017, 2018); Sascha Hildmann (2018, 2019); Boris Schommers (2019, 2020)"
"List all coaches of Denmark national association football team, also known as Denmark national soccer team, from 2010 to 2020","lvard lvard (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); lvard lvard (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); lvard lvard (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all coaches of Netherlands national association football team, also known as Oranje, from 2012 to 2020
  Answer: Louis van Gaal (2012, 2013, 2014); Ronald Koeman (2018, 2019, 2020); Frank de Boer (2020)
Example:
  Question: List all coaches of FC Nordsjælland from 2016 to 2020
  Answer: Kasper Hjulmand (2016, 2017, 2018, 2019); Flemming Pedersen (2019, 2020)
Example:
  Question: List all coaches of Morocco national football team, also known as Morocco national soccer team, from 2014 to 2020
  Answer: Ezzaki Badou (2014, 2015, 2016); Hervé Renard (2016, 2017, 2018, 2019); Vahid Halilhodžić (2019, 2020)"
"List all positions Kelly Craft, also known as Kelly Knight, held from 2017 to 2020.","Kelly Craft (2017, 2018, 2019, 2020); Kelly Knight (2019, 2020); Kelly Craft (2019, 2020)","Example:
  Question: List all positions Robin Kelly, also known as Robin L. Kelly, held from 2010 to 2020.
  Answer: military chief of staff (2010); chief administrative officer (2010, 2011, 2012); United States representative (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Kelly O'Dwyer held from 2017 to 2020.
  Answer: Minister for the Status of Women (2017, 2018, 2019, 2020); Minister for Employment and Workplace Relations (2018, 2019, 2020)
Example:
  Question: List all positions Trent Kelly, also known as John Trent Kelly, held from 2012 to 2020.
  Answer: district attorney (2012, 2013, 2014, 2015); United States representative (2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Manila, also known as City of Manila, from 2010 to 2020 ","Manila City Council (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); City Council (2020)","Example:
  Question: List all heads of the government of Quezon City, also known as QC, from 2010 to 2020 
  Answer: Feliciano Belmonte, Jr. (2010); Herbert Bautista (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Joy Belmonte (2019, 2020)
Example:
  Question: List all heads of the government of Maguindanao, also known as Province of Maguindanao, from 2010 to 2020 
  Answer: Esmael Mangudadatu (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Bai Mariam Mangudadatu (2019, 2020)
Example:
  Question: List all heads of the government of Odder Municipality from 2010 to 2020 
  Answer: Elvin J. Hansen (2010, 2011, 2012, 2013); Uffe Jensen (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Emmanuel Macron, also known as Emmanuel Jean-Michel Frédéric Macron, was a member of from 2010 to 2020.","The People of Freedom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); the French Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); the French Democratic Party (2010, 2011, 2018, 2019, 2020); the French Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all positions Emmanuel Macron, also known as Emmanuel Jean-Michel Frédéric Macron, held from 2016 to 2020.
  Answer: chairperson (2016, 2017); President of the French Republic (2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Jean-Martin Aussant was a member of from 2010 to 2020.
  Answer: Parti Québécois (2010, 2011); Option nationale (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Gabriele Albertini was a member of from 2010 to 2020.
  Answer: The People of Freedom (2010, 2011, 2012); Civic Choice (2013); New Centre-Right (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Grasshopper Club Zürich, also known as Grasshoppers, from 2018 to 2020","Grasshopper Club Zürich (2018, 2019, 2020); Grasshopper Club Zürich (2019, 2020); Grasshopper Club Zürich (2019, 2020)","Example:
  Question: List all coaches of FC Lausanne-Sport from 2012 to 2020
  Answer: Laurent Roussey (2012, 2013); Giorgio Contini (2018, 2019, 2020)
Example:
  Question: List all coaches of SC Rheindorf Altach from 2017 to 2020
  Answer: Klaus Schmidt (2017, 2018); Alex Pastoor (2019, 2020)
Example:
  Question: List all coaches of Switzerland national association football team, also known as Switzerland national football team, from 2010 to 2020
  Answer: Ottmar Hitzfeld (2010, 2011, 2012, 2013, 2014); Vladimir Petković (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
