question,response
"List all sports teams Marvin Emnes, also known as Marvin Renato Emnes, played for from 2010 to 2014.","Marvin Emnes (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Caron Butler, also known as James Caron Butler, played for from 2010 to 2016.","The New York Giants (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Tom Watson, also known as Thomas Anthony Watson, held from 2015 to 2020.","Tom Watson (2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of Alanyaspor from 2018 to 2020,"2018 (2018, 2019, 2020)"
"List all chairpersons of Canadian Medical Association, also known as CMA, from 2014 to 2019","2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all positions Donald Payne, Jr. held from 2010 to 2020.","Donald Payne, Jr. (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Croatia, also known as Republic of Croatia, from 2011 to 2020 ","2011 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Keith Earls, also known as Keith Gerard Earls, played for from 2010 to 2015.","Keith Earls (2010, 2011, 2012, 2013, 2014, 2015); Keith Earls (2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Tamim Iqbal, also known as Tamim Iqbal Khan, played for from 2010 to 2018.","Tamim Iqbal (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Victor Ponta, also known as Victor Viorel Ponta, was a member of from 2010 to 2020.","lvaro de Sousa (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Greg Tansey, also known as Gregory James Tansey, played for from 2010 to 2020.","Greg Tansey (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Abhilasha Kumari worked for from 2010 to 2018.,"The Indian Institute of Management (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FC Yenisey Krasnoyarsk from 2017 to 2020,2017; 2018; 2019; 2020
"List all positions David L. Bernhardt, also known as David Longly Bernhardt, held from 2017 to 2020.","David L. Bernhardt (2017, 2018, 2019, 2020)"
"List all employers Caitlin Rivers, also known as Caitlin M. Rivers, worked for from 2015 to 2020.","Caitlin Rivers (2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Peter T. Gallagher, also known as Peter Gallagher, worked for from 2010 to 2020.","Peter Gallagher (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Àngels Martínez Castells, also known as Àngels M. Castells, was a member of from 2010 to 2020.","ngels Martnez Castells (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Mike Pompeo, also known as Michael Richard ""Mike"" Pompeo, held from 2011 to 2020.","The United States Secretary of State (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Mainz, also known as Frankfurt Rhine-Main Metropolitan Region, from 2010 to 2020 ","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Helle Thomsen worked for from 2010 to 2020.,"rsted (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Caroline Flint, also known as Caroline Louise Flint, held from 2010 to 2015.","Caroline Flint (2010, 2011, 2012, 2013, 2014, 2015); Caroline Flint (2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Joyce Beatty, also known as Joyce Marie Beatty, held from 2012 to 2019.","Joyce Beatty (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Östersunds FK, also known as Ostersunds FK, from 2011 to 2020","2011 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Carlo Rovelli worked for from 2010 to 2020.,"Carlo Rovelli (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Virginia Barbour, also known as Ginny Barbour, worked for from 2010 to 2020.","The New York Yankees (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Elke U. Weber, also known as Elke Weber, worked for from 2010 to 2020.","Elke U. Weber (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Roger Penrose, also known as R. Penrose, worked for from 2011 to 2020.","Roger Penrose (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Jean Charest held from 2010 to 2012.,"Deputy Minister of Health (2010, 2011, 2012); Minister of Health (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all educational institutions Manon Aubry attended from 2010 to 2012.,"Manon Aubry (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Radical Party of the Left, also known as Parti radical de gauche, from 2010 to 2017","François-Marie Lefèvre (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all chairpersons of Supreme Court of Justice from 2012 to 2020,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all employers John Carmack, also known as John D. Carmack, worked for from 2010 to 2020.","John Carmack (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Annie Lööf held from 2011 to 2020.,"Deputy Minister of Health (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Norwegian Red Cross, also known as Red Cross of Norway, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned AC Milan, also known as Associazione Calcio Milan, from 2010 to 2020.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Robert Earnshaw played for from 2010 to 2015.,"2010 (2010, 2011, 2012, 2013, 2014, 2015); 2010 (2010, 2011, 2012, 2013, 2014, 2015); 2011 (2013, 2014, 2015)"
"List all positions Theresa May, also known as Theresa Mary Brasier, held from 2010 to 2019.","Theresa May (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Saudi Arabia, also known as 🇸🇦, from 2010 to 2020 ","The King of Saudi Arabia (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Carles Campuzano was a member of from 2010 to 2020.,"FN (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all entities that owned Trace Urban from 2014 to 2020.,"2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all sports teams Marcus Haber, also known as Marcus Warren Haber, played for from 2010 to 2020.","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
List all employers Mark H. Erickson worked for from 2010 to 2020.,"Mark H. Erickson (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Jae Crowder, also known as Corey Jae Crowder, played for from 2010 to 2020.","The New York Knicks (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Tim Davie, also known as Timothy Douglas Davie, held from 2012 to 2020.","Tim Davie (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Penny Mordaunt, also known as Penelope Mary Mordaunt, held from 2015 to 2019.","Penny Mordaunt (2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Rob Gronkowski, also known as Gronk, played for from 2010 to 2020.","The New England Patriots (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Eniola Aluko played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Tom O'Halleran, also known as Thomas Charles O'Halleran, was a member of from 2010 to 2020.","Democrat (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Stephen Powis, also known as Stephen H. Powis, worked for from 2010 to 2020.","Stephen Powis (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Jacques Kallis, also known as Jacques Henry Kallis, played for from 2010 to 2015.","Jacques Kallis (2010, 2011, 2012, 2013, 2014, 2015); Jacques Kallis (2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Nashville, also known as Nashville, Tennessee, from 2015 to 2019 ","2015, 2016, 2017, 2018, 2019, 2020"
"List all positions Kathleen Rice, also known as Kathleen Maura Rice, held from 2010 to 2019.","Kathleen Rice (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Uttar Pradesh, also known as UP, from 2012 to 2020 ","UP (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Christof Koch, also known as C. Koch, worked for from 2010 to 2020.","sterreichische Staatsoper (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Greenock Morton F.C., also known as Greenock Morton Football Club, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Memphis, also known as Memphis, Tennessee, from 2010 to 2020 ","Theodore ""Tony"" Smith (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions James Jones, also known as James Stuart Jones, held from 2010 to 2013.","James Jones (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Augustus John Rush, also known as Augustus Rush, worked for from 2015 to 2020.","Augustus John Rush (2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned Flåm Line, also known as Flåmsbana, from 2010 to 2020.","rne & rne (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Omar Radi worked for from 2010 to 2020.,"Yokohama City FC (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Sint-Truidense V.V., also known as K. Sint-Truidense V.V., from 2011 to 2020","2011 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Hubertus Leteng held from 2010 to 2020.,"Hubertus Leteng (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Ian Murdock, also known as Ian Ashley Murdock, worked for from 2010 to 2015.","Ian Ashley Murdock (2010, 2011, 2012, 2013, 2014, 2015); Ian Ashley Murdock (2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Bill Shorten, also known as William Richard Shorten, held from 2011 to 2019.","Bill Shorten (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Simonetta Di Pippo, also known as Simonetta di Pippo, worked for from 2010 to 2020.","Simonetta Di Pippo (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Hope Hicks, also known as Hope Charlotte Hicks, held from 2017 to 2018.","Hope Hicks (2017, 2018, 2019, 2020)"
"List all sports teams Raúl González Blanco, also known as Raul Gonzalez, played for from 2010 to 2015.","2010 (2010, 2011, 2012, 2013, 2014, 2015); 2010 (2010, 2011, 2012, 2013, 2014, 2015); 2011 (2013, 2014, 2015)"
"List all chairpersons of Lega Nord, also known as Lega, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Raimonds Vējonis held from 2012 to 2019.,"Deputy Prime Minister of Lithuania (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Dimitris Syllouris, also known as Demetris Syllouris, was a member of from 2010 to 2020."," (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Tunisia, also known as Republic of Tunisia, from 2011 to 2020 ","Tunisian President (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Desi Bouterse, also known as Dési Bouterse, held from 2010 to 2020.","Deputy Minister of Health (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Bill Walker, also known as William M. ""Bill"" Walker, was a member of from 2010 to 2020.","Bill Walker (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Brook Lopez, also known as Brook Robert Lopez, played for from 2010 to 2020.","Brook Lopez (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Scottish National Party, also known as SNP, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of A.S. Nancy-Lorraine, also known as AS Nancy, from 2018 to 2020","Antoine François (2018, 2019, 2020)"
"List all employers Dawn Childs, also known as Dawn Elson, worked for from 2010 to 2020.","Dawn Childs (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of R. Charleroi S.C. from 2013 to 2020,"2013 (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Jung Sung-ryong played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Kevin Durant, also known as KD, played for from 2010 to 2020.","Kevin Durant (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Jo Swinson, also known as Joanne Kate Swinson, held from 2017 to 2019.","The Daily Telegraph (2017, 2018, 2019, 2020)"
"List all heads of the government of Lugano, also known as Lugano TI, from 2010 to 2020 ","Theodore ""Tony"" Giussani (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Angelo Mathews, also known as Angelo Davis Mathews, played for from 2010 to 2018.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Muttath Suresh played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Neus Munte Fernandez was a member of from 2010 to 2020.,"FN (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Elaine Saunders worked for from 2010 to 2020.,"The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Party of Civic Rights, also known as Party of Civic Rights – Zeman's people, from 2010 to 2018","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Social Democratic Party, also known as Partidul Social Democrat, from 2010 to 2020","Partidul Social Democrat (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Nizhny Novgorod Oblast, also known as Gorky Oblast (USSR), from 2010 to 2020 ","Yuriy Yakovlev (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all chairpersons of German Economic Association from 2010 to 2020,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of New Zealand national rugby union team, also known as All Blacks, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Rathika Sitsabaiesan was a member of from 2010 to 2020.,"DMK (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of CRH, also known as CRH p.l.c., from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Nathalie Amoratti-Blanc was a member of from 2010 to 2020.,"FN (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Mohammad Amir played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Deborah L. Birx, also known as Deborah Birx, worked for from 2010 to 2020.","Deborah L. Birx (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Christophe Steiner was a member of from 2010 to 2020.,"UMP (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Arti Agrawal worked for from 2011 to 2020.,"Arti Agrawal (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Chen Hsueh-sheng, also known as Chen Xuesheng, was a member of from 2010 to 2020.","Chen Hsueh-sheng (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Michael Bostwick, also known as Michael Paul Trevor Bostwick, played for from 2010 to 2020.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Norwegian Language Council, also known as The Norwegian Language Council, from 2016 to 2020","The Norwegian Language Council (2016, 2017, 2018, 2019, 2020)"
List all sports teams Davies Nkausu played for from 2010 to 2017.,"Davies Nkausu (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Ian Blayney, also known as Ian Charles Blayney, was a member of from 2010 to 2020.","Lib Dem (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams David Beckham, also known as David Robert Joseph Beckham, played for from 2010 to 2013.","David Beckham (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Saido Berahino played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Shavkat Mirziyoyev, also known as Shavkat Miromonovich Mirziyoyev, held from 2010 to 2020.","Deputy Prime Minister of Kazakhstan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Roy Cooper, also known as Roy Asberry Cooper III, held from 2010 to 2020.","The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Stockwell Day, also known as Stockwell Burt Day, held from 2010 to 2011.","Deputy Prime Minister of the United Kingdom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of RCD Espanyol de Barcelona, also known as RCDE, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Social Democrats, also known as Socialdemokratiet, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Jyrki Katainen, also known as Jyrki Tapani Katainen, held from 2010 to 2020.","Jyrki Katainen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Kaywin Feldman worked for from 2010 to 2020.,"Kaywin Feldman (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Emily Sonnett played for from 2012 to 2020.,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all positions Vera Baird, also known as Vera Thomas, held from 2010 to 2020.","Vera Baird (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Rémi Anicotte worked for from 2010 to 2014.,"Société d'administration de la Communauté de France (2010, 2011, 2012, 2013, 2014); Société d'administration de la Communauté de France (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Jean-Claude Juncker held from 2010 to 2019.,"Chancellor of the European Union (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Benny Gantz, also known as Benjamin Gantz, held from 2011 to 2020.","Benny Gantz (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of Gaziantep F.K. from 2013 to 2020,"2013 (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Mary E. Northridge, also known as Mary E Northridge, worked for from 2010 to 2020.","Mary E. Northridge (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of FCI Levadia Tallinn, also known as FC Levadia Tallinn, from 2012 to 2020","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all chairpersons of Vetëvendosje!, also known as Vetëvendosje, from 2010 to 2020","The Swedish Parliament (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Danny White worked for from 2012 to 2020.,"Danny White (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Ministry of Citizenship, also known as Ministério da Cidadania, from 2019 to 2020","2019 (2019, 2020); 2019 (2020); 2020 (2020)"
List all employers Chris Montgomery worked for from 2010 to 2020.,"The New York Yankees (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Diego Ribas da Cunha, also known as Diego, played for from 2010 to 2020.","Diego Ribas da Cunha (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Brian Jean, also known as Brian Michael Jean, was a member of from 2010 to 2020.","Democrat (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Joanna Lei, also known as Lei Qian, was a member of from 2010 to 2020.","Xiaoshuai (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Mircea Geoană was a member of from 2010 to 2020.,"Partidul Naţională pentru Drepturile Omului (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of FC Smolevichi, also known as FC Smolevichi-STI, from 2011 to 2020","2011 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Mark Francois, also known as Mark Gino Francois, held from 2010 to 2020.","Deputy Minister of Health (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of New Jersey, also known as Garden State, from 2010 to 2020 ","New Jersey (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Kimberly Guilfoyle, also known as Kimberly Ann Guilfoyle, worked for from 2010 to 2020.","Kimberly Guilfoyle (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Chris Coons, also known as Senator Christopher Andrew Coons, held from 2010 to 2020.","Deputy Governor of New York (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of PFC Litex Lovech from 2015 to 2020,"2015, 2016, 2017, 2018, 2019, 2020"
"List all sports teams Henri Bedimo, also known as Henri Bedimo Nsame, played for from 2010 to 2020.","Henri Bedimo (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Gabriel Salazar, also known as Gabriel Salazar Vergara, worked for from 2010 to 2020.","Universidad del Estado del Uruguay (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Steven Schumacher, also known as Steven Thomas Schumacher, played for from 2010 to 2020.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of New Brunswick, also known as NB, from 2010 to 2020 ","The Honourable John A. McLennan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Vladimir Ashurkov, also known as Vladimir Lvovich Ashurkov, worked for from 2010 to 2020.","аадн арав (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Paulo Centurión, also known as Paulo Centurion, played for from 2010 to 2020.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Matt Ouimet, also known as Matthew Anthony Ouimet, worked for from 2010 to 2020.","NBC Universal (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Hunter Biden, also known as Robert Hunter Biden, worked for from 2013 to 2020.","The New York Times (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Adil Rami played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Cabinet of Ministers of Ukraine, also known as Government of Ukraine, from 2010 to 2020","Yuriy Yaroslav (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of TOP 09, also known as Tradition Responsibility Prosperity, from 2010 to 2020","The Chairperson of TOP 09 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Mike Gallagher, also known as Michael John Gallagher, held from 2015 to 2020.","Deputy Minister of Health (2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Javier Mascherano, also known as Javier Alejandro Mascherano, played for from 2010 to 2020.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers SethBling worked for from 2010 to 2020.,"SethBling (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned OneWeb, also known as One Web, from 2010 to 2020.","The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Roda Antar played for from 2010 to 2016.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Edwin van der Sar, also known as Edwin van der Saar, played for from 2010 to 2016.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Pancracio Celdrán, also known as Pancracio Celdran, worked for from 2010 to 2018.","Universidad Católica de Catalunya (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions John J. Sullivan, also known as John Joseph Sullivan, held from 2017 to 2020.","John J. Sullivan (2017, 2018, 2019, 2020)"
"List all sports teams Phillip Hughes, also known as Phillip Joel Hughes, played for from 2010 to 2014.","Phillip Hughes (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Catherine McKenna, also known as Catherine Mary McKenna, held from 2015 to 2020.","Catherine McKenna (2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Jason Euell, also known as Jason Joseph Euell, played for from 2010 to 2012.","Jason Euell (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Cui Yongyuan, also known as Yongyuan Cui, worked for from 2010 to 2020.","Xiaolong University (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Windhoek, also known as Otjomuise, from 2012 to 2020 ","Theodore ""Tony"" Ndambo (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Harry Kewell played for from 2010 to 2014.,"Harry Kewell (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
