question,response,context
"List all sports teams Bojan Krkić, also known as Bojan Krkić Pérez, played for from 2010 to 2020.",Bojan Krki Pérez,"['Borko Jovanović Name: Borko Jovanović Nationality: Serbian Career Number: 13 Career Start: 1949 Career End: 1958 Years1: 1949–1958 Team1: Crvena zvezda Highlights: * 7× Yugoslav League champion (1949–1955)', 'Vladimír Bouzek Image Size: 230px Position: Centre Shoots: Left Played For: SK Horácká Slavia Třebíč SK Zbrojovka Židenice HC Vítkovice SK Královo Pole Ntl Team: TCH Birth Date: December 3, 1920 Birth Place: Třebíč, Czechoslovakia Death Date: July 31, 2006 Career Start: 1936 Career End: 1955', 'Bojan Tomašević Name: Bojan Tomašević Position: Power forward Height M: 2.03 Weight Kg: 100 League: Basketball League of Serbia Adriatic League Team: Borac Čačak Number: 13 Birth Date: June 20, 2001 Birth Place: Nikšić, Montenegro, FR Yugoslavia Nationality: Montenegrin Career Start: 2019 Years1: 2019 Team1: FMP Years2: 2019–2021 Team2: Dynamic Belgrade Years3: 2021–present Team3: Borac Čačak Highlights: * All-Junior Adriatic League Team (2019)']"
List all political parties Catherine Dorion was a member of from 2011 to 2020.,Democratic,"['Doreen Sark Name: Doreen Sark Office: Leader of the New Democratic Party of Prince Edward Island Interim Term Start: 1979 Term End: 1981 Predecessor: Aquinas Ryan Successor: Douglas Murray Party: New Democratic Party', 'Catherine Bearder Name: Catherine Bearder Birth Name: Catherine Zena Bailey Birth Date: January 14, 1949 Birth Place: Broxbourne, Hertfordshire, UK Nationality: British Spouse: Simon Bearder Children: 3 Office: Leader of the Liberal Democrats in the European Parliament Leader: Nick Clegg Tim Farron Vince Cable Jo Swinson Deputy: Luisa Porritt Term Start: 2 July 2014 Term End: 12 November 2019 Predecessor: Fiona Hall Successor: Caroline Voaden Office1: Liberal Democrat Europe Spokesperson Leader1: Tim Farron Sir Vince Cable Jo Swinson Ed Davey & Sal Brinton (acting) Term Start1: 28 October 2016 Term End1: 31 January 2020 Predecessor1: Michael Moore Successor1: Christine Jardine Office2: Quaestor of the European Parliament President2: Martin Schulz Antonio Tajani Term Start2: 2 July 2014 Term End2: 1 July 2019 Predecessor2: Lidia Geringer de Oedenberg Successor2: Monika Beňová Party: Liberal Democrat Image: Catherine Bearder MEP, Strasbourg - Diliff.jpg Parliament3: European Constituency Mp3: South East England Term Start3: 4 June 2009 Term End3: 31 January 2020 Predecessor3: The Baroness Nicholson of Winterbourne Successor3: Constituency abolished Website: Constituency website Parliament website Caption: Bearder in 2014', 'Angela Brennan (politician) Name: Angela Brennan State House: New Hampshire District: Merrimack 9th Term Start: December 7, 2022 Party: Democratic']"
List all political parties Manu Sareen was a member of from 2010 to 2018.,African National Congress,"['Manu Sareen Name: Manu Sareen Image: Manu Sareen (2012).jpg Birth Date: May 16, 1967 Birth Place: India Occupation: formerly Minister for Children, Gender Equality, Integration and Social Affairs (Denmark) Years Active: 2011-present Spouse: Anya Degn Sareen', 'Claudiu Manda Party: Social Democratic Party Constituency Mp: Romania Parliament: European Nationality: Romanian', 'Nomakhaya Mdaka Party: African Transformation Movement (current) Office1: Member of the National Assembly Termstart1: 23 April 2004 Termend1: 12 November 2014 Citizenship: South Africa Otherparty: African National Congress (2007–2014)  United Independent Front (2005–2007)  United Democratic Movement (2004–2005)']"
"List all chairpersons of Nowoczesna, also known as Modern Poland, from 2015 to 2020",Adam SzapkaRyszard Petru,"['Modern (political party) Name: Modern Logo: Nowoczesna logo.svg Leader: Adam Szłapka Founder: Ryszard Petru Foundation: May 2015 Ideology: Classical liberalism  Economic liberalism  Progressivism Pro-Europeanism National: Civic Coalition Senate Pact 2023 (for 2023 Senate election) Website: https://nowoczesna.org Country: Poland Membership Year: 2018 Membership: 4,160 European: Alliance of Liberals and Democrats for Europe Native Name: .Nowoczesna Position: Centre to centre-left Seats1 Title: Sejm Seats2 Title: Senate Seats3 Title: European Parliament Seats4 Title: Regional assemblies Seats5 Title: City Presidents', ""Congress of the New Right Name: Congress of the New Right Leader: Stanisław Żółtek Founder: Janusz Korwin-Mikke Foundation: 25 March 2011 Ideology: Hard Euroscepticism Headquarters: ul. Szklanych Domów 3/U1, 04-346 Warszawa Website: http://knp.org.pl/ Country: Poland Native Name: Kongres Nowej Prawicy Merger: Liberty and Lawfulness splittings from Real Politics Union National: Kukiz'15 (2015) PolEXIT-Coalition (2019) Position: Right-wing European: Identity and Democracy Party Seats1 Title: Sejm Seats2 Title: Senate Seats3 Title: European Parliament Seats4 Title: Regional assemblies Flag: Nowa Prawica.png"", 'Tomasz Nowak (politician) Name: Tomasz Nowak Image: Tomasz Nowak 2022.jpg Imagesize: frameless Caption: Tomasz Nowak in 2022 Office: Member of the Sejm Term Start: 25 September 2005 1Blankname: Term(s) 1Namedata: 5th, 6th, 7th, 8th, 9th and 10th Sejm Parliamentarygroup: Civic Coalition Constituency: 37 (Konin) Birth Name: Tomasz Piotr Nowak Birth Date: December 22, 1956 Birth Place: Kwidzyn, Poland Party: Civic Platform Website: https://www.tomasz-nowak.pl/']"
List all positions Michel Spiro held from 2010 to 2020.,Director,"['Michel Spiro Name: Michel Spiro Image: Michel Spiro.jpg Birth Date: February 24, 1946 Birth Place: Roanne, Loire, France Nationality: French Fields: Physics Workplaces: CEA IN2P3 CERN Alma Mater: École polytechnique Awards: Prix Thibaud (1985) Prix Félix-Robin (1999)', '2021–22 CF Fuenlabrada season Club: CF Fuenlabrada Season: 2021–22 Chrtitle: President Chairman: Jonathan Praena Mgrtitle: Head coach Manager: José Luis Oltra (until 14 December) Sergio Pellicer (from 15 December until 6 March) José Ramón Sandoval (from 7 March) Stadium: Estadio Fernando Torres League: Segunda División League Result: 21st (relegated) Cup1: Copa del Rey Cup1 Result: Round of 32 League Topscorer: Pedro León (10) Season Topscorer: Pedro León (10) Prevseason: 2020–21 Nextseason: 2022–23', 'Lev L. Spiro Name: Lev. L. Spiro Birth Place: United States Occupation: Director Years Active: 1994–present']"
"List all positions Andrew Scheer, also known as Andrew James Scheer, held from 2011 to 2020.",Shadow Minister for Infrastructure and Communities,"[""Andrew Scheer Honorific-Prefix: The Honourable Name: Andrew Scheer Image: Andrew Scheer in June 2017.jpg Caption: Scheer in 2017 Office: Opposition House Leader Leader: Pierre Poilievre Term Start: September 13, 2022 Predecessor: John Brassard Leader1: Rona Ambrose Term Start1: November 18, 2015 Term End1: September 13, 2016 Predecessor1: Peter Julian Successor1: Candice Bergen Office3: Shadow Minister for Infrastructure and Communities 1Blankname3: Shadowing 1Namedata3: Catherine McKenna Dominic LeBlanc Leader3: Erin O'Toole Candice Bergen Pierre Poilievre Term Start3: September 8, 2020 Term End3: October 12, 2022 Predecessor3: Luc Berthold Successor3: Leslyn Lewis Office4: Leader of the Opposition Monarch4: Elizabeth II Deputy4: Denis Lebel Lisa Raitt Leona Alleslev Term Start4: May 27, 2017 Term End4: August 24, 2020 Predecessor4: Rona Ambrose Successor4: Erin O'Toole Office5: Leader of the Conservative Party Deputy5: Denis Lebel Lisa Raitt Leona Alleslev Term Start5: May 27, 2017 Term End5: August 24, 2020 Predecessor5: Rona Ambrose (interim) Successor5: Erin O'Toole Office6: 35th Speaker of the House of Commons Monarch6: Elizabeth II Governor General6: David Johnston Primeminister6: Stephen Harper Deputy6: Denise Savoie Joe Comartin Term Start6: June 2, 2011 Term End6: December 3, 2015 Predecessor6: Peter Milliken Successor6: Geoff Regan Office7: [[Speaker of the House of Commons (Canada)#Deputy Speaker|Deputy Speaker of the House of Commons Chair of Committees of the Whole]] Monarch7: Elizabeth II Governor General7: Michaëlle Jean David Johnston Primeminister7: Stephen Harper Predecessor7: Bill Blaikie Successor7: Denise Savoie Term Start7: November 21, 2008 Term End7: June 1, 2011 Office8: Assistant Deputy Chair of the Committees of the Whole 1Blankname8: Speaker 1Namedata8: Peter Milliken Term Start8: April 5, 2006 Term End8: November 20, 2008 Predecessor8: Jean Augustine Successor8: Barry Devolin Riding9: Regina—Qu'Appelle Parliament9: Canadian Term Start9: June 28, 2004 Predecessor9: Lorne Nystrom Birth Name: Andrew James Scheer Birth Date: May 20, 1979 Birth Place: Ottawa, Ontario, Canada Citizenship: Canada · United States Party: Conservative (2003–present) Otherparty: Reform (1998–2000) Alliance (2000–2003) Height: 6 ft 4 in Spouse: Jill Ryan (m. 2003) Children: 5 Relatives: Jon Ryan (brother-in-law) Residence: Regina, Saskatchewan  Stornoway (2017–2020) Education: University of Ottawa (BA) Signature: Signature of Andrew Scheer.png"", 'Andrew Schauble Name: Andrew Schauble Birth Date: November 17, 1976 Originalteam: Xavier College Debutdate: Round 18, 1995 Debutteam: Collingwood Debutopponent: Geelong Debutstadium: MGC Statsend: 2005 Years1: 1994–1999 Club1: Collingwood Games Goals1: 79 (11) Years2: 2000–2005 Club2: Sydney Swans Games Goals2: 88 (23) Games Goalstotal: 167 (34) Careerhighlights: * Bob Skilton Medal: 2000 *AFL Rising Star nominee: 1996', 'Peter Allgeier Name: Peter Frederick Allgeier Image: Peter Allgeier (cropped).jpg Office: United States Trade Representative Acting Term Start: January 20, 2009 Term End: March 18, 2009 President: Barack Obama Predecessor: Susan Schwab Successor: Ron Kirk Term Start2: February 18, 2005 Term End2: April 29, 2005 President2: George W. Bush Predecessor2: Robert Zoellick Successor2: Rob Portman']"
"List all coaches of Gap Connah's Quay F.C., also known as Connah's Quay Nomads F.C., from 2010 to 2020",Bernie Atridge,"[""Connah's Quay F.C. Clubname: Connah's Quay Fullname: Connah's Quay Football Club Nickname: Fishermen Founded: 1890 Dissolved: 1905 Ground: Halfway Ground, Connah's Quay Leftarm1: 800000 Body1: 800000 Rightarm1: 800000 Shorts1: #FFFFFF Socks1: 800000"", ""F.C. Nomads of Connah's Quay Image: File:FC Nomads of Connah's Quay badge.png Clubname: FC Nomads Fullname: FC Nomads of Connah's Quay Founded: 2009 Ground: Wepre Park, Connah's Quay Capacity: 1,000 Chairman: Bernie Attridge Season: 2018–19 Position: Welsh National League Premier Division, 4th (of 15) Leftarm1: FF0000 Body1: FF0000 Rightarm1: FF0000 Shorts1: FF0000 Socks1: FF0000 Leftarm2: 002366 Body2: 002366 Rightarm2: 002366 Shorts2: 002366 Socks2: 002366"", ""Connah's Quay Town Football Club Clubname: Connah's Quay Town Football Club Upright: 0.85 Fullname: Connah’s Quay Town Football Club Nickname: Town Founded: 2020 Ground: TMC Hallcrest Ground, Dock Road Mgrtitle: Manager Manager: Gavin Parry (Saggy Undies) Website: https://www.facebook.com/groups/285437415928656/""]"
List all coaches of Gabala FC from 2014 to 2020,stoolkhaber Tskhadadze Elmar Bakhshiyev,"['2023–24 Gabala FK season Club: Gabala Season: 2023–24 Manager: Elmar Bakhshiyev (until 24 February) Kakhaber Tskhadadze (from 25 February) Mgrtitle: Manager Chairman: Fariz Najafov Chrtitle: President Stadium: City Stadium League: Premier League League Result: 10th Cup1: Azerbaijan Cup Cup1 Result: Semi-finals Cup2: UEFA Europa Conference League Cup2 Result: Second qualifying round League Topscorer: Osama Khalaila (6) Season Topscorer: Osama Khalaila (7) Prevseason: 2022–23 Nextseason: 2024-25', '2019–20 Gabala FC season Club: Gabala Season: 2019-20 Manager: Sanan Gurbanov (until 31 August) Elmar Bakhshiyev (Caretaker) (from 2 September) Mgrtitle: Manager Chairman: Tale Heydarov Chrtitle: Chairman Stadium: Gabala City Stadium League: Premier League League Result: 8th Cup1: Azerbaijan Cup Cup1 Result: Semifinal Cup2: Europa League Cup2 Result: Second Qualifying Round vs Dinamo Tbilisi League Topscorer: Davit Volkovi (5) Season Topscorer: Davit Volkovi (7) Prevseason: 2018-19 Nextseason: 2020-21 Pattern La1: _gabala1516h Pattern B1: _gabala1516H Pattern Ra1: _gabala1516h Leftarm1: FF0000 Body1: FF0000 Rightarm1: FF0000 Shorts1: 000000 Socks1: FF0000 Pattern La2: _gabala1516a Pattern B2: _gabala1516A Pattern Ra2: _gabala1516a Leftarm2: FFFFFF Body2: FFFFFF Rightarm2: FFFFFF Shorts2: FFFFFF Socks2: FFFFFF', 'Gabala SC Clubname: Gabala Current: 2023–24 Gabala FK season Image: Gabala FK logo.svg Upright: 0.8 Fullname: Gabala Sports Club Qəbələ İdman Klubu Nickname: Radarlar (The Radars) Qırmızı-qaralar (The Red-blacks) Founded: , as Goygol, as Qabala Ground: Gabala City Stadium Capacity: 4,500 Chairman: Fariz Najafov Manager: Kakhaber Tskhadadze League: Azerbaijan Premier League Season: 2022–23 Position: Azerbaijan Premier League, 4th of 10 Website: http://www.gabalafc.az Pattern La1: _jomatoletum2rb Pattern B1: _jomatoletum2rb Pattern Ra1: _jomatoletum2rb Pattern Sh1: _jomaliga19br Leftarm1: FF0000 Body1: FF0000 Rightarm1: FF0000 Shorts1: 000000 Socks1: FF0000 Pattern La2: _jomatoletum2wr Pattern B2: _jomatoletum2wr Pattern Ra2: _jomatoletum2wr Pattern Sh2: _joma19wr Leftarm2: FFFFFF Body2: FFFFFF Rightarm2: FFFFFF Shorts2: FFFFFF Socks2: FFFFFF']"
List all employers Jada Benn Torres worked for from 2010 to 2020.,"TorXTerm End: June 20, 2020 ohneXTerm Start: May 20,X Xochitl Torres Small","['Fernando Torres-Gil Name: Fernando M. Torres-Gil Image: Fernando_Torres-Gil.png Title: 1st Assistant Secretary for Aging Term Start: May 6, 1993 Term End: December 8, 1997 Party: Democratic President: Bill Clinton Predecessor: Position established Successor: Jeanette Takamura Alma Mater: San Jose State University', 'Briseida Torres Reyes Name: Briseida Torres Reyes Governor: Ricardo Rosselló Education: University of Puerto Rico, Río Piedras Campus (BBA) University of Puerto Rico School of Law (JD) Birth Place: San Juan, Puerto Rico Successor: Carlos Rivera Santiago Predecessor: Carlos Saavedra Gutiérrez Term End: June 20, 2020 Term Start: May 20, 2019 Office: Secretary of Labor and Human Resources of Puerto Rico Occupation: Lawyer, government official', ""Xochitl Torres Small Name: Xochitl Torres Small Image: 20230711-OSEC-TEW-0783 (53134976649).jpg Office: 15th United States Deputy Secretary of Agriculture President: Joe Biden Term Start: July 17, 2023 Predecessor: Jewel H. Bronaugh Office1: Under Secretary of Agriculture for Rural Development President1: Joe Biden Term Start1: October 13, 2021 Term End1: July 17, 2023 Predecessor1: Lisa Mensah Successor1: Basil Gooden State2: New Mexico District2: NM's 2nd congressional district Term Start2: January 3, 2019 Term End2: January 3, 2021 Predecessor2: Steve Pearce Successor2: Yvette Herrell Birth Name: Xochitl Liana Torres Birth Date: November 15, 1984 Birth Place: Portland, Oregon, U.S. Party: Democratic Spouse: Nathan Small Education: Georgetown University (BS) University of New Mexico (JD)""]"
"List all positions Dominique Mamberti, also known as Dominique François Joseph Mamberti, held from 2010 to 2020.",See: Sagone,"['Dominique Mamberti Type: Cardinal Honorific-Prefix: His Eminence Name: Dominique Mamberti Title: Cardinal, Prefect of the Supreme Tribunal of the Apostolic Signatura Image: Dominique Mamberti, 14 Dec 2010.jpg See: Sagone Appointed: 8 November 2014 Predecessor: Raymond Leo Burke Other Post: Cardinal-Deacon of Santo Spirito in Sassia Ordination: 20 September 1981 Ordained By: Jean-Charles Thomas Consecration: 3 July 2002 Consecrated By: Angelo Sodano Cardinal: 14 February 2015 Created Cardinal By: Pope Francis Previous Post: Titular Archbishop of Sagone (2002–2015)  Apostolic Delegate to Somalia (2002–2004)  Apostolic Nuncio to Sudan (2002–2006)  Apostolic Nuncio to Eritrea (2004–2006)  Secretary for Relations with States (2006–2014) Birth Name: Dominique François Joseph Mamberti Birth Date: March 7, 1952 Birth Place: Marrakech, Morocco Nationality: French Religion: Roman Catholic Coat Of Arms: Coat of arms of Dominique Mamberti.svg Motto: Eritis mihi testes (You shall be My witnesses) Ordained Priest By: Jean-Charles Thomas Date Of Priestly Ordination: 20 September 1981 Consecrated By: Angelo Sodano Co-Consecrators: Robert Sarah André Jean René Lacrampe Date Of Consecration: 3 July 2002 Elevated By: Pope Francis Date Of Elevation: 14 February 2015 Bishop 1: Luis Mariano Montemayor Consecration Date 1: 6 August 2008 Bishop 2: Gerardo Antonazzo Consecration Date 2: 8 April 2013 Name: Dominique Francois Mamberti Image: Coat of arms of Dominique Mamberti.svg Image Size: 200px Dipstyle: His Eminence Offstyle: Your Eminence Relstyle: Cardinal', 'Eveliina Mäkinen Caption: Mäkinen with the Metropolitan Riveters in 2022 Image: Eveliina Mäkinen.jpg Birth Date: April 12, 1995 Birth Place: Kiukainen, Finland Height M: 1.74 Weight Kg: 68 Position: Goaltender Catches: Left League: SWHL B team 2. Liga Team: EV Zug EHC Sursee Former Teams: Metropolitan Riveters  Brynäs IF  Leksands IF  Linköping HC  Rauman Lukko  Minnesota Duluth Bulldogs  Tampereen Ilves  Team Kuortane Sex: f Ntl Team: FIN Career Start: 2011', 'Dominique Hasler Name: Dominique Hasler Image: Liechtenstein Minister Dominique Hasler in 2022 (cropped).jpg Caption: Hasler in 2022 Office: Minister of Foreign Affairs, Education, and Sport Term Start: 25 March 2021 Monarch: Hans-Adam II Alois (regent) Primeminister: Daniel Risch Predecessor: Katrin Eggenberger Office1: President of the Committee of Ministers of the Council of Europe Term Start1: 15 November 2023 Predecessor1: Krišjānis Kariņš Office2: Minister of Foreign Affairs, Education and Environment Term Start2: 30 March 2017 Term End2: 25 March 2021 Monarch2: Hans-Adam II Alois (regent) Primeminister2: Adrian Hasler Predecessor2: Thomas Zwiefelhofer Successor2: Sabine Monauni Birth Name: Dominique Matt Birth Date: October 6, 1978 Birth Place: Mauren, Liechtenstein Party: Patriotic Union Spouse: Daniel Hasler (m. October 2018)']"
"List all chairpersons of Pakistani Taliban, also known as Tehreek-e-Taliban-e-Pakistan, from 2010 to 2020",Maulana Abdullah,"['Tehreek-e-Jihad Pakistan Name: Tehreek-e-Jihad Pakistan Other Name: TJP Logo: Tehreek-e-Jihad-Pakistan-Logo.jpg Caption: Flag of the Tehreek-e-Jihad-Pakistan Founders: Maulana Abdullah Yaghistani Dates: 2023–present Leader: Maulana Abdullah Yaghistani Motives: Establish an Islamic system in Pakistan through armed jihad Headquarters: Khyber Pakhtunkhwa, Pakistan Ideology: Deobandi jihadism Sectarianism Islamic fundamentalism Crimes: Attacks on police, security, and military targets in Pakistan Status: Active. Designated as a terrorist organization by  *🇵🇰 Allies: Pakistani Taliban (alleged)', 'Pakistani Taliban Name: Tehreek-i-Taliban Pakistan Native Name: Pakistani Taliban Movement Native Name Lang: ur Other Name: Pakistani Taliban (پاکستانی طالبان) War: Global War on Terrorism, Insurgency in Khyber Pakhtunkhwa, War in Afghanistan (2001–2021) Image: Flag of Tehrik-i-Taliban.svg Variant flag of the Islamic State.svg Attacks: 2008 Barcelona terror plot, 2010 Sikh beheadings by the Taliban, Kidnapping of Swiss tourists in Balochistan, 2014 Peshawar school massacre, Attack on Malala Yousafzai, 2016 Lahore suicide bombing, Lahore church bombings, Dasu bus attack Caption: Flags used by the Tehrik-i-Taliban Pakistan Active: December 2007 – present Motives: Fundamentalism   Pashtunwali  Wahhabism  Sectarianism Separatism Leaders: **Baitullah Mehsud  (2007–09)  **Hakimullah Mehsud  (2009–13)  **Fazal Hayat  (2013–18)  **Noor Wali Mehsud (since 2018) Headquarters: Eastern Afghanistan Multiple Sources: * * * * * * * Allegiance: Islamic Emirate of Afghanistan (self-declared, publicly rejected by IEA) Ideology: Wahhabism  Islamic Fundamentalism    Pashtunwali  Sectarianism  Separatism Size: * 25,000 in 2014  * 3,000–5,000 in Afghanistan in 2019 (according to U.S. Department of Defense)  * 3,000-5,500 in Afghanistan in 2022 (UN intelligence estimates)  * 7,000–10,000 in 2022 (Pakistani government estimate) Allies: * Taliban (denied by the Afghan Taliban)     *  Tehreek-e-Nafaz-e-Shariat-e-Mohammadi  * Al-Qaeda * Islamic Movement of Uzbekistan * Lashkar-e-Jhangvi * Sipah-e-Sahaba Pakistan * Tehreek-e-Jihad Pakistan Opponents: *🇨🇳  *🇵🇰  * ISAF Designated As Terror Group By: 🇦🇷 Argentina   🇧🇭 Bahrain  🇨🇦 Canada 🇵🇰  🇯🇵 Japan  🇳🇿 New Zealand  🇦🇪 United Arab Emirates   🇺🇸 🇺🇳 United Nations', 'Tehreek-e-Nafaz-e-Shariat-e-Mohammadi Name: Tehreek Nafaz Shariat Mohammadi TNSM  Movement for the Enforcement of Muhammadan Law Logo: Tnsm-flag.svg Founder: Muhammad bin Alhazrat Hassan Leaders: Sufi Muhammad (1992–2002) Fazal Hayat (2002–2018) Dates: 1992–present Banned: 12 January 2002 Area: Pakistan Ideology: Islamic extremism Islamism Split: Jamaat-e-Islami Pakistan Partof: Tehrik-i-Taliban Pakistan (since 2007) Battles: War on Terror Insurgency in Khyber Pakhtunkhwa Designated As Terror Group By: 🇵🇰 Pakistan 🇺🇸 United States Allies: al-Qaeda Tehrik-i-Taliban Pakistan']"
"List all positions Giorgos Papandreou, also known as George Andreas Papandreou, held from 2010 to 2011.",Prime Minister of Greece,"['George Papandreou Embed: yes Office2: President of the Socialist International Term Start2: 30 January 2006 Term End2: 25 November 2022 Predecessor2: António Guterres Successor2: Pedro Sánchez Office5: President of the Panhellenic Socialist Movement Term Start5: 8 February 2004 Term End5: 18 March 2012 Predecessor5: Costas Simitis Successor5: Evangelos Venizelos Office3: Minister of Foreign Affairs Term Start3: 6 October 2009 Term End3: 7 September 2010 Predecessor3: Dora Bakoyannis Successor3: Dimitrios Droutsas Primeminister4: Costas Simitis Term Start4: 18 February 1999 Term End4: 13 February 2004 Predecessor4: Theodoros Pangalos Successor4: Tassos Yiannitsis Office6: Minister of National Education and Religious Affairs Primeminister6: Andreas Papandreou Term Start6: 8 July 1994 Term End6: 25 September 1996 Predecessor6: Dimitrios Fatouros Successor6: Gerasimos Arsenis Primeminister7: Andreas Papandreou Term Start7: 22 June 1988 Term End7: 2 July 1989 Predecessor7: Apostolos Kaklamanis Successor7: Vasileios Kontogiannopoulos Office8: Member of the Hellenic Parliament Term Start8: 17 July 2019 Constituency8: Achaea Term Start9: 18 October 1981 Term End9: 31 December 2014 Constituency9: Achaea Office10: President of the Movement of Democratic Socialists Term Start10: 3 January 2015 Predecessor10: Office established Name: George Papandreou Native Name: Γιώργος Παπανδρέου Image: George Papandreou 2011-09-30.jpg Caption: Papandreou in 2011 Office: Prime Minister of Greece President: Karolos Papoulias Deputy: Theodoros Pangalos  Evangelos Venizelos Term Start: 6 October 2009 Term End: 11 November 2011 Predecessor: Kostas Karamanlis Successor: Lucas Papademos Office1: Leader of the Opposition Primeminister1: Kostas Karamanlis Term Start1: 10 March 2004 Term End1: 6 October 2009 Predecessor1: Kostas Karamanlis Successor1: Kostas Karamanlis Birth Name: George Jeffrey Papandreou Birth Date: June 16, 1952 Birth Place: Saint Paul, Minnesota, U.S. Nationality: Greek Party: Panhellenic Socialist Movement (Before 2015)  Movement of Democratic Socialists (2015–present) Otherparty: PASOK – Movement for Change Spouse: Eva Zissimidou (m. 1976-1987)  Ada Papapanou (m. 1989-2016) Children: 2 Alma Mater: Amherst College (BA)  London School of Economics (MSc) Website: papandreou.gr Parents: Andreas Papandreou (father)  Margaret Chant-Papandreou (mother) Signature: George-Papandreou-junior-signature.svg', 'Andreas Papandreou Name: Andreas Papandreou Native Name: Ανδρέας Παπανδρέου Image: Andreas Papandreou (1968).jpg Caption: Papandreou in 1968 Office: Prime Minister of Greece President: Konstantinos Karamanlis Kostis Stephanopoulos Term Start: 13 October 1993 Term End: 17 January 1996 Predecessor: Konstantinos Mitsotakis Successor: Costas Simitis President1: Konstantinos Karamanlis Christos Sartzetakis Term Start1: 21 October 1981 Term End1: 2 July 1989 Predecessor1: Giorgos Rallis Successor1: Tzannis Tzannetakis Office2: Leader of the Opposition Term Start2: 11 April 1990 Term End2: 13 October 1993 Predecessor2: Vacant Successor2: Miltiadis Evert Term Start3: 12 October 1989 Term End3: 23 November 1989 Predecessor3: Konstantinos Mitsotakis Successor3: Vacant Term Start4: 28 November 1977 Term End4: 21 October 1981 Predecessor4: Giorgos Mavros Successor4: Giorgos Rallis Office5: President of the Panhellenic Socialist Movement Term Start5: 3 September 1974 Term End5: 23 June 1996 Predecessor5: Position established Successor5: Costas Simitis Office6: Member of the Hellenic Parliament Term Start6: 17 November 1974 Term End6: 23 June 1996 Term Start7: 16 February 1964 Term End7: 21 April 1967 Birth Name: Andreas Papandreou Birth Date: February 5, 1919 Birth Place: Chios, Greece Death Date: June 23, 1996 Death Place: Athens, Greece Party: Panhellenic Socialist Movement Mother: Sofia Mineico Father: Georgios Papandreou Spouse: Christina Rasia (m. 1941-1951)  Margaret Chant-Papandreou (m. 1951-1989)  Dimitra Liani (m. 1989) Children: George Sofia Nikos Andrikos Emilia Alma Mater: University of Athens Harvard University Signature: Andreas-g-papandreou-signature-circa1985.svg Website: ANDREAS G. PAPANDREOU Foundation Branch: United States Navy Citizenship: 🇺🇸 United States (formerly)', 'Dimitrios Droutsas Name: Dimitrios Droutsas Δημήτριος Δρούτσας Image: Dimitris droutsas.jpg Office: Minister of Foreign Affairs Primeminister: George Papandreou Term Start: 7 September 2010 Term End: 17 June 2011 Predecessor: George Papandreou Successor: Stavros Lambrinidis Birth Date: August 5, 1968 Birth Place: Nicosia, Cyprus Party: Panhellenic Socialist Movement Spouse: Faye Karaviti Alma Mater: University of Vienna']"
